,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6432,유정란/친환경,양배추,,,,,,,,,,,,,,,
6433,동물복지유정란,,,,,,,,,,,,,,,,
6434,백미/유,유기농저지방우유,,,,,,,,,,,,,,,
6435,떡국떡,떡국떡,두부,동물복지유정란,,,,,,,,,,,,,
6436,두부,콩나물,,,,,,,,,,,,,,,
6437,두부,,,,,,,,,,,,,,,,
6438,유정란/친환경,,,,,,,,,,,,,,,,
6439,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,
6440,오이,백미/유,찌개용두부,,,,,,,,,,,,,,
6441,오이,,,,,,,,,,,,,,,,
6442,오이,당근,현미유,,,,,,,,,,,,,,
6443,오이,명태참어묵,,,,,,,,,,,,,,,
6444,유정란/친환경,양파,,,,,,,,,,,,,,,
6445,유정란/친환경,유기농성이시돌목장우유,,,,,,,,,,,,,,,
6446,백미/유,,,,,,,,,,,,,,,,
6447,오이,,,,,,,,,,,,,,,,
6448,유정란/친환경,백미/유,,,,,,,,,,,,,,,
6449,양배추,,,,,,,,,,,,,,,,
6450,유정란/친환경,유정란/친환경,,,,,,,,,,,,,,,
6451,콩나물,애호박,유기농성이시돌목장우유,,,,,,,,,,,,,,
6452,유정란/친환경,오이,애호박,,,,,,,,,,,,,,
6453,두부,유정란/친환경,오이,,,,,,,,,,,,,,
6454,백미/유,,,,,,,,,,,,,,,,
6455,유정란/친환경,애호박,가지,,,,,,,,,,,,,,
6456,두부,유정란/친환경,,,,,,,,,,,,,,,
6457,유정란/친환경,,,,,,,,,,,,,,,,
6458,동물복지유정란,어린잎채소,,,,,,,,,,,,,,,
6459,백미/유,,,,,,,,,,,,,,,,
6460,오이,백미/유,,,,,,,,,,,,,,,
6461,오이,상추,애호박,,,,,,,,,,,,,,
6462,유정란/친환경,,,,,,,,,,,,,,,,
6463,브로컬리,현미유,,,,,,,,,,,,,,,
6464,콩국물,두부,중파,찌개용두부,얼음식혜,,,,,,,,,,,,
6465,유기농우유,,,,,,,,,,,,,,,,
6466,찌개용두부,,,,,,,,,,,,,,,,
6467,두부,찌개용두부,,,,,,,,,,,,,,,
6468,양파,시금치,,,,,,,,,,,,,,,
6469,중파,찌개용두부,,,,,,,,,,,,,,,
6470,두부,,,,,,,,,,,,,,,,
6471,콩나물,월동무,,,,,,,,,,,,,,,
6472,떡국떡,,,,,,,,,,,,,,,,
6473,콩나물,,,,,,,,,,,,,,,,
6474,구운도시락김,,,,,,,,,,,,,,,,
6475,콩나물,순두부,,,,,,,,,,,,,,,
6476,콩나물,,,,,,,,,,,,,,,,
6477,두부,중파,,,,,,,,,,,,,,,
6478,찌개용두부,,,,,,,,,,,,,,,,
6479,두부,,,,,,,,,,,,,,,,
6480,찌개용두부,,,,,,,,,,,,,,,,
6481,어린잎채소,,,,,,,,,,,,,,,,
6482,오이,중파,,,,,,,,,,,,,,,
6483,찌개용두부,순두부,,,,,,,,,,,,,,,
6484,사골곰국,찌개용두부,,,,,,,,,,,,,,,
6485,두부,,,,,,,,,,,,,,,,
6486,떡국떡,콩나물,찌개용두부,,,,,,,,,,,,,,
6487,순두부,,,,,,,,,,,,,,,,
6488,어린잎채소,,,,,,,,,,,,,,,,
6489,현미유,,,,,,,,,,,,,,,,
6490,두부,콩나물,유기농저지방우유,,,,,,,,,,,,,,
6491,당근,,,,,,,,,,,,,,,,
6492,콩나물,유기농저지방우유,유기농우유,찌개용두부,,,,,,,,,,,,,
6493,두부,콩나물,,,,,,,,,,,,,,,
6494,두부,,,,,,,,,,,,,,,,
6495,두부,,,,,,,,,,,,,,,,
6496,두부,콩나물,,,,,,,,,,,,,,,
6497,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,
6498,두부,콩나물,,,,,,,,,,,,,,,
6499,두부,콩나물,,,,,,,,,,,,,,,
6500,콩나물,,,,,,,,,,,,,,,,
6501,콩나물,,,,,,,,,,,,,,,,
6502,두부,,,,,,,,,,,,,,,,
6503,양파,,,,,,,,,,,,,,,,
6504,떡국떡,,,,,,,,,,,,,,,,
6505,유정란/친환경,,,,,,,,,,,,,,,,
6506,두부,,,,,,,,,,,,,,,,
6507,두부,,,,,,,,,,,,,,,,
6508,월동무,,,,,,,,,,,,,,,,
6509,유정란/친환경,,,,,,,,,,,,,,,,
6510,사골곰국,,,,,,,,,,,,,,,,
6511,유정란/친환경,,,,,,,,,,,,,,,,
6512,사골곰국,,,,,,,,,,,,,,,,
6513,유정란/친환경,,,,,,,,,,,,,,,,
6514,떡국떡,,,,,,,,,,,,,,,,
6515,두부,,,,,,,,,,,,,,,,
6516,유정란/친환경,,,,,,,,,,,,,,,,
6517,두부,,,,,,,,,,,,,,,,
6518,떡국떡,두부,,,,,,,,,,,,,,,
6519,유정란/친환경,유정란/친환경,,,,,,,,,,,,,,,
6520,유정란/친환경,,,,,,,,,,,,,,,,
6521,유정란/친환경,,,,,,,,,,,,,,,,
6522,유정란/친환경,,,,,,,,,,,,,,,,
6523,유정란/친환경,,,,,,,,,,,,,,,,
6524,콩나물,,,,,,,,,,,,,,,,
6525,두부,,,,,,,,,,,,,,,,
6526,대파,,,,,,,,,,,,,,,,
6527,대파,,,,,,,,,,,,,,,,
6528,유정란/친환경,,,,,,,,,,,,,,,,
6529,찌개용두부,,,,,,,,,,,,,,,,
6530,찌개용두부,,,,,,,,,,,,,,,,
6531,양파,중파,,,,,,,,,,,,,,,
6532,양파,동물복지유정란,백미/유,,,,,,,,,,,,,,
6533,어린잎채소,찌개용두부,,,,,,,,,,,,,,,
6534,시금치,당근,,,,,,,,,,,,,,,
6535,당근,,,,,,,,,,,,,,,,
6536,양파,오이,부추,,,,,,,,,,,,,,
6537,당근,중파,얼음식혜,,,,,,,,,,,,,,
6538,애호박,가지,,,,,,,,,,,,,,,
6539,당근,얼음식혜,,,,,,,,,,,,,,,
6540,연두부,,,,,,,,,,,,,,,,
6541,콩나물,,,,,,,,,,,,,,,,
6542,얼음식혜,,,,,,,,,,,,,,,,
6543,양파,사골곰국,,,,,,,,,,,,,,,
6544,오이,,,,,,,,,,,,,,,,
6545,두부,찌개용두부,,,,,,,,,,,,,,,
6546,대파,찌개용두부,,,,,,,,,,,,,,,
6547,유정란/친환경,콩나물,,,,,,,,,,,,,,,
6548,유정란/친환경,콩나물,대파,,,,,,,,,,,,,,
6549,두부,양파,깐마늘/난지형/유,양배추,,,,,,,,,,,,,
6550,유정란/친환경,시금치,대파,,,,,,,,,,,,,,
6551,단무지,,,,,,,,,,,,,,,,
6552,유정란/친환경,,,,,,,,,,,,,,,,
6553,콩나물,,,,,,,,,,,,,,,,
6554,유정란/친환경,,,,,,,,,,,,,,,,
6555,유정란/친환경,,,,,,,,,,,,,,,,
6556,두부,,,,,,,,,,,,,,,,
6557,시금치,,,,,,,,,,,,,,,,
6558,두부,동물복지유정란,현미유,단무지,,,,,,,,,,,,,
6559,유정란/친환경,,,,,,,,,,,,,,,,
6560,두부,명태참어묵,,,,,,,,,,,,,,,
6561,두부,쌈채소모음,도토리묵,,,,,,,,,,,,,,
6562,두부,유정란/친환경,,,,,,,,,,,,,,,
6563,명태참어묵,,,,,,,,,,,,,,,,
6564,명태참어묵,,,,,,,,,,,,,,,,
6565,유정란/친환경,,,,,,,,,,,,,,,,
6566,유정란/친환경,깐마늘/난지형/유,명태참어묵,,,,,,,,,,,,,,
6567,현미유,,,,,,,,,,,,,,,,
6568,두부,유정란/친환경,오이,,,,,,,,,,,,,,
6569,유정란/친환경,중파,,,,,,,,,,,,,,,
6570,가지,,,,,,,,,,,,,,,,
6571,유정란/친환경,,,,,,,,,,,,,,,,
6572,두부,유정란/친환경,단무지,,,,,,,,,,,,,,
6573,두부,,,,,,,,,,,,,,,,
6574,두부,오이,콩나물,,,,,,,,,,,,,,
6575,유정란/친환경,,,,,,,,,,,,,,,,
6576,두부,유정란/친환경,,,,,,,,,,,,,,,
6577,유정란/친환경,단무지,,,,,,,,,,,,,,,
6578,유정란/친환경,오이,,,,,,,,,,,,,,,
6579,두부,단무지,,,,,,,,,,,,,,,
6580,두부,찌개용두부,,,,,,,,,,,,,,,
6581,두부,유정란/친환경,오이,단무지,,,,,,,,,,,,,
6582,명태참어묵,단무지,,,,,,,,,,,,,,,
6583,동물복지유정란,,,,,,,,,,,,,,,,
6584,콩나물,,,,,,,,,,,,,,,,
6585,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
6586,백미/유,,,,,,,,,,,,,,,,
6587,두부,,,,,,,,,,,,,,,,
6588,유정란/친환경,,,,,,,,,,,,,,,,
6589,중파,,,,,,,,,,,,,,,,
6590,백미/유,,,,,,,,,,,,,,,,
6591,깻잎,,,,,,,,,,,,,,,,
6592,유정란/친환경,양파,,,,,,,,,,,,,,,
6593,백미/유,,,,,,,,,,,,,,,,
6594,유정란/친환경,,,,,,,,,,,,,,,,
6595,유정란/친환경,,,,,,,,,,,,,,,,
6596,양파,동물복지유정란,,,,,,,,,,,,,,,
6597,느타리버섯,,,,,,,,,,,,,,,,
6598,유정란/친환경,,,,,,,,,,,,,,,,
6599,두부,콩나물,대파,,,,,,,,,,,,,,
6600,떡국떡,유정란/친환경,누룽지,,,,,,,,,,,,,,
6601,상추,,,,,,,,,,,,,,,,
6602,유정란/친환경,오이,브로컬리,,,,,,,,,,,,,,
6603,유정란/친환경,,,,,,,,,,,,,,,,
6604,유정란/친환경,브로컬리,쌈채소모음,,,,,,,,,,,,,,
6605,유정란/친환경,오이,,,,,,,,,,,,,,,
6606,유정란/친환경,오이,,,,,,,,,,,,,,,
6607,두부,,,,,,,,,,,,,,,,
6608,유정란/친환경,,,,,,,,,,,,,,,,
6609,유기농저지방우유,,,,,,,,,,,,,,,,
6610,유정란/친환경,,,,,,,,,,,,,,,,
6611,유정란/친환경,,,,,,,,,,,,,,,,
6612,시금치,찌개용두부,,,,,,,,,,,,,,,
6613,유정란/친환경,콩나물,,,,,,,,,,,,,,,
6614,콩나물,연두부,,,,,,,,,,,,,,,
6615,방울토마토/대추형,,,,,,,,,,,,,,,,
6616,연두부,,,,,,,,,,,,,,,,
6617,유정란/친환경,콩나물,연두부,,,,,,,,,,,,,,
6618,콩나물,,,,,,,,,,,,,,,,
6619,유정란/친환경,콩나물,,,,,,,,,,,,,,,
6620,사골곰국,,,,,,,,,,,,,,,,
6621,대파,,,,,,,,,,,,,,,,
6622,당근,,,,,,,,,,,,,,,,
6623,시금치,대파,,,,,,,,,,,,,,,
6624,콩나물,,,,,,,,,,,,,,,,
6625,동물복지유정란,당근,,,,,,,,,,,,,,,
6626,시금치,대파,양배추,,,,,,,,,,,,,,
6627,무,,,,,,,,,,,,,,,,
6628,두부,,,,,,,,,,,,,,,,
6629,오이,양배추,,,,,,,,,,,,,,,
6630,방울토마토/대추형,,,,,,,,,,,,,,,,
6631,유정란/친환경,,,,,,,,,,,,,,,,
6632,양배추,,,,,,,,,,,,,,,,
6633,가지,깻잎,양배추,,,,,,,,,,,,,,
6634,오이,방울토마토/대추형,무,중파,,,,,,,,,,,,,
6635,오이,완숙토마토,깻잎,,,,,,,,,,,,,,
6636,중파,,,,,,,,,,,,,,,,
6637,유정란/친환경,,,,,,,,,,,,,,,,
6638,양파,양배추,,,,,,,,,,,,,,,
6639,백미/유,,,,,,,,,,,,,,,,
6640,유정란/친환경,,,,,,,,,,,,,,,,
6641,방울토마토/대추형,당근,중파,가지,,,,,,,,,,,,,
6642,두부,얼음식혜,부추,양배추,,,,,,,,,,,,,
6643,팽이버섯,,,,,,,,,,,,,,,,
6644,유정란/친환경,,,,,,,,,,,,,,,,
6645,유정란/친환경,가지,,,,,,,,,,,,,,,
6646,얼음식혜,,,,,,,,,,,,,,,,
6647,두부,얼음식혜,,,,,,,,,,,,,,,
6648,가지,,,,,,,,,,,,,,,,
6649,두부,유정란/친환경,부추,,,,,,,,,,,,,,
6650,중파,,,,,,,,,,,,,,,,
6651,가지,,,,,,,,,,,,,,,,
6652,콩나물,,,,,,,,,,,,,,,,
6653,두부,깻잎,,,,,,,,,,,,,,,
6654,상추,무,,,,,,,,,,,,,,,
6655,당근,,,,,,,,,,,,,,,,
6656,시금치,,,,,,,,,,,,,,,,
6657,깻잎,,,,,,,,,,,,,,,,
6658,두부,,,,,,,,,,,,,,,,
6659,유정란/친환경,오이,중파,,,,,,,,,,,,,,
6660,방울토마토/대추형,,,,,,,,,,,,,,,,
6661,동물복지유정란,콩나물,얼음식혜,구운도시락김,,,,,,,,,,,,,
6662,콩나물,,,,,,,,,,,,,,,,
6663,양배추,,,,,,,,,,,,,,,,
6664,부추,,,,,,,,,,,,,,,,
6665,유정란/친환경,오이,도토리묵,느타리버섯,,,,,,,,,,,,,
6666,떡국떡,,,,,,,,,,,,,,,,
6667,순두부,,,,,,,,,,,,,,,,
6668,유정란/친환경,,,,,,,,,,,,,,,,
6669,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,
6670,명태참어묵,도토리묵,,,,,,,,,,,,,,,
6671,유정란/친환경,,,,,,,,,,,,,,,,
6672,유정란/친환경,,,,,,,,,,,,,,,,
6673,유정란/친환경,,,,,,,,,,,,,,,,
6674,유정란/친환경,명태참어묵,구운도시락김,,,,,,,,,,,,,,
6675,단무지,,,,,,,,,,,,,,,,
6676,유정란/친환경,,,,,,,,,,,,,,,,
6677,단무지,도토리묵,,,,,,,,,,,,,,,
6678,동물복지유정란,찌개용두부,,,,,,,,,,,,,,,
6679,구운도시락김,,,,,,,,,,,,,,,,
6680,유정란/친환경,찌개용두부,구운도시락김,,,,,,,,,,,,,,
6681,유정란/친환경,,,,,,,,,,,,,,,,
6682,명태참어묵,부추,,,,,,,,,,,,,,,
6683,콩나물,,,,,,,,,,,,,,,,
6684,백미/유,누룽지,,,,,,,,,,,,,,,
6685,두부,앞다리불고기-성남용인,명태참어묵,감자라면,,,,,,,,,,,,,
6686,양파,,,,,,,,,,,,,,,,
6687,팽이버섯,,,,,,,,,,,,,,,,
6688,깐마늘/난지형/유,,,,,,,,,,,,,,,,
6689,사골곰국,백미/유,,,,,,,,,,,,,,,
6690,백미/유,,,,,,,,,,,,,,,,
6691,유정란/친환경,,,,,,,,,,,,,,,,
6692,양파,유기농우유,,,,,,,,,,,,,,,
6693,어린잎채소,유기농저지방우유,,,,,,,,,,,,,,,
6694,두부,,,,,,,,,,,,,,,,
6695,앞다리불고기-성남용인,팽이버섯,,,,,,,,,,,,,,,
6696,두부,중파,,,,,,,,,,,,,,,
6697,양파,완숙토마토,,,,,,,,,,,,,,,
6698,무,단무지,,,,,,,,,,,,,,,
6699,양파,,,,,,,,,,,,,,,,
6700,동물복지유정란,중파,,,,,,,,,,,,,,,
6701,오이,애호박,당근,,,,,,,,,,,,,,
6702,얼음식혜,,,,,,,,,,,,,,,,
6703,동물복지유정란,완숙토마토,얼음식혜,,,,,,,,,,,,,,
6704,오이,,,,,,,,,,,,,,,,
6705,오이,,,,,,,,,,,,,,,,
6706,오이,,,,,,,,,,,,,,,,
6707,오이,쌈채소모음,,,,,,,,,,,,,,,
6708,두부,,,,,,,,,,,,,,,,
6709,두부,시금치,월동무,대파,명태참어묵,단무지,,,,,,,,,,,
6710,두부,,,,,,,,,,,,,,,,
6711,양파,시금치,대파,,,,,,,,,,,,,,
6712,두부,월동무,명태참어묵,,,,,,,,,,,,,,
6713,두부,양파,,,,,,,,,,,,,,,
6714,두부,두부,사과/,사과/,시금치,시금치,백미/유,백미/유,대파,대파,단무지,단무지,,,,,
6715,떡국떡,양파,,,,,,,,,,,,,,,
6716,두부,대파,명태참어묵,,,,,,,,,,,,,,
6717,두부,유정란/친환경,현미유,,,,,,,,,,,,,,
6718,두부,당근,명태참어묵,양배추,,,,,,,,,,,,,
6719,두부,양파,콩나물,시금치,백미/유,대파,명태참어묵,,,,,,,,,,
6720,두부,브로컬리,깻잎,양배추,,,,,,,,,,,,,
6721,두부,닭가슴살,,,,,,,,,,,,,,,
6722,떡국떡,시금치,대파,찌개용두부,,,,,,,,,,,,,
6723,두부,콩나물,브로컬리,대파,,,,,,,,,,,,,
6724,두부,당근,명태참어묵,,,,,,,,,,,,,,
6725,두부,백미/유,양배추,,,,,,,,,,,,,,
6726,두부,두부,유정란/친환경,유정란/친환경,사과/,명태참어묵,,,,,,,,,,,
6727,월동무,깻잎,,,,,,,,,,,,,,,
6728,양파,,,,,,,,,,,,,,,,
6729,두부,백미/유,,,,,,,,,,,,,,,
6730,떡국떡,양파,당근,현미유,단무지,,,,,,,,,,,,
6731,브로컬리,명태참어묵,깻잎,양배추,,,,,,,,,,,,,
6732,양파,깻잎,,,,,,,,,,,,,,,
6733,두부,유정란/친환경,,,,,,,,,,,,,,,
6734,두부,양파,오이,시금치,대파,명태참어묵,깻잎,,,,,,,,,,
6735,두부,오이,시금치,당근,중파,양배추,,,,,,,,,,,
6736,오이,백미/유,,,,,,,,,,,,,,,
6737,유정란/친환경,,,,,,,,,,,,,,,,
6738,두부,오이,브로컬리,양배추,,,,,,,,,,,,,
6739,두부,,,,,,,,,,,,,,,,
6740,양파,당근,,,,,,,,,,,,,,,
6741,오이,명태참어묵,,,,,,,,,,,,,,,
6742,양파,당근,명태참어묵,단무지,,,,,,,,,,,,,
6743,두부,오이,,,,,,,,,,,,,,,
6744,양파,오이,방울토마토/대추형,브로컬리,명태참어묵,중파,깻잎,양배추,,,,,,,,,
6745,두부,백미/유,당근,가지,,,,,,,,,,,,,
6746,두부,오이,양배추,,,,,,,,,,,,,,
6747,오이,명태참어묵,,,,,,,,,,,,,,,
6748,두부,오이,백미/유,,,,,,,,,,,,,,
6749,유정란/친환경,오이,당근,중파,,,,,,,,,,,,,
6750,애호박,당근,가지,,,,,,,,,,,,,,
6751,두부,명태참어묵,단무지,,,,,,,,,,,,,,
6752,양파,애호박,가지,,,,,,,,,,,,,,
6753,두부,명태참어묵,단무지,,,,,,,,,,,,,,
6754,두부,양파,백미/유,대파,,,,,,,,,,,,,
6755,가지,,,,,,,,,,,,,,,,
6756,가지,,,,,,,,,,,,,,,,
6757,두부,,,,,,,,,,,,,,,,
6758,두부,가지,,,,,,,,,,,,,,,
6759,두부,명태참어묵,가지,,,,,,,,,,,,,,
6760,오이,,,,,,,,,,,,,,,,
6761,두부,오이,백미/유,가지,,,,,,,,,,,,,
6762,두부,오이,명태참어묵,중파,가지,,,,,,,,,,,,
6763,두부,상추,중파,깻잎,,,,,,,,,,,,,
6764,오이,명태참어묵,중파,가지,,,,,,,,,,,,,
6765,오이,명태참어묵,중파,가지,,,,,,,,,,,,,
6766,두부,오이,현미유,중파,,,,,,,,,,,,,
6767,두부,깻잎,,,,,,,,,,,,,,,
6768,중파,부추,,,,,,,,,,,,,,,
6769,두부,두부,유정란/친환경,양파,양파,오이,애호박,당근,단무지,,,,,,,,
6770,중파,부추,,,,,,,,,,,,,,,
6771,두부,오이,백미/유,명태참어묵,부추,양배추,,,,,,,,,,,
6772,두부,부추,단무지,,,,,,,,,,,,,,
6773,애호박,,,,,,,,,,,,,,,,
6774,두부,유정란/친환경,양파,오이,중파,가지,,,,,,,,,,,
6775,백미/유,,,,,,,,,,,,,,,,
6776,애호박,백미/유,무,명태참어묵,가지,부추,,,,,,,,,,,
6777,두부,오이,중파,양배추,,,,,,,,,,,,,
6778,유정란/친환경,중파,,,,,,,,,,,,,,,
6779,오이,애호박,단무지,,,,,,,,,,,,,,
6780,두부,애호박,,,,,,,,,,,,,,,
6781,두부,브로컬리,,,,,,,,,,,,,,,
6782,양파,대파,,,,,,,,,,,,,,,
6783,명태참어묵,,,,,,,,,,,,,,,,
6784,콩나물,명태참어묵,부추,,,,,,,,,,,,,,
6785,백미/유,,,,,,,,,,,,,,,,
6786,두부,양파,유기농저지방우유,중파,,,,,,,,,,,,,
6787,콩나물,쌈채소모음,,,,,,,,,,,,,,,
6788,두부,사골곰국,,,,,,,,,,,,,,,
6789,동물복지유정란,시금치,,,,,,,,,,,,,,,
6790,구운도시락김,,,,,,,,,,,,,,,,
6791,방울토마토/대추형,,,,,,,,,,,,,,,,
6792,콩국물,부추,,,,,,,,,,,,,,,
6793,동물복지유정란,,,,,,,,,,,,,,,,
6794,명태참어묵,,,,,,,,,,,,,,,,
6795,콩나물,연두부,,,,,,,,,,,,,,,
6796,유정란/친환경,콩나물,,,,,,,,,,,,,,,
6797,연두부,,,,,,,,,,,,,,,,
6798,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,
6799,유정란/친환경,,,,,,,,,,,,,,,,
6800,찌개용두부,,,,,,,,,,,,,,,,
6801,찌개용두부,,,,,,,,,,,,,,,,
6802,당근,,,,,,,,,,,,,,,,
6803,두부,,,,,,,,,,,,,,,,
6804,애호박,,,,,,,,,,,,,,,,
6805,유정란/친환경,,,,,,,,,,,,,,,,
6806,유정란/친환경,,,,,,,,,,,,,,,,
6807,두부,시금치,딸기/,깐마늘/난지형/유,,,,,,,,,,,,,
6808,두부,유정란/친환경,현미유,,,,,,,,,,,,,,
6809,동물복지유정란,,,,,,,,,,,,,,,,
6810,현미유,,,,,,,,,,,,,,,,
6811,양배추,,,,,,,,,,,,,,,,
6812,양파,동물복지유정란,대파,닭가슴살,,,,,,,,,,,,,
6813,떡국떡,두부,사골곰국,앞다리불고기-성남용인,월동무,현미유,,,,,,,,,,,
6814,두부,유정란/친환경,시금치,대파,느타리버섯,,,,,,,,,,,,
6815,두부,대파,팽이버섯,,,,,,,,,,,,,,
6816,사골곰국,딸기/,우유,팽이버섯,,,,,,,,,,,,,
6817,명태참어묵,우유,,,,,,,,,,,,,,,
6818,깻잎,,,,,,,,,,,,,,,,
6819,콩나물,단무지,,,,,,,,,,,,,,,
6820,중파,,,,,,,,,,,,,,,,
6821,두부,유정란/친환경,콩나물,찌개용두부,깻잎,,,,,,,,,,,,
6822,애호박,가지,깻잎,,,,,,,,,,,,,,
6823,양파,유기농성이시돌목장우유,깻잎,,,,,,,,,,,,,,
6824,오이,시금치,,,,,,,,,,,,,,,
6825,유정란/친환경,콩나물,중파,,,,,,,,,,,,,,
6826,콩국물,콩나물,도토리묵,,,,,,,,,,,,,,
6827,유정란/친환경,오이,콩나물,사과/,중파,팽이버섯,찌개용두부,도토리묵,,,,,,,,,
6828,콩국물,두부,유정란/친환경,명태참어묵,가지,순두부,,,,,,,,,,,
6829,오이,완숙토마토,중파,,,,,,,,,,,,,,
6830,오이,가지,단무지,순두부,느타리버섯,,,,,,,,,,,,
6831,방울토마토/대추형,중파,,,,,,,,,,,,,,,
6832,애호박,당근,대파,깻잎,,,,,,,,,,,,,
6833,떡국떡,유정란/친환경,오이,가지,부추,도토리묵,,,,,,,,,,,
6834,두부,중파,찌개용두부,,,,,,,,,,,,,,
6835,콩국물,콩나물,명태참어묵,순두부,,,,,,,,,,,,,
6836,무,,,,,,,,,,,,,,,,
6837,중파,깻잎,,,,,,,,,,,,,,,
6838,콩국물,깻잎,단무지,,,,,,,,,,,,,,
6839,오이,,,,,,,,,,,,,,,,
6840,유정란/친환경,중파,,,,,,,,,,,,,,,
6841,유정란/친환경,오이,무,,,,,,,,,,,,,,
6842,콩나물,유기농우유,,,,,,,,,,,,,,,
6843,중파,,,,,,,,,,,,,,,,
6844,유정란/친환경,오이,당근,,,,,,,,,,,,,,
6845,유정란/친환경,백미/유,,,,,,,,,,,,,,,
6846,순두부,,,,,,,,,,,,,,,,
6847,가지,,,,,,,,,,,,,,,,
6848,명태참어묵,,,,,,,,,,,,,,,,
6849,양파,중파,,,,,,,,,,,,,,,
6850,콩나물,당근,대파,찌개용두부,,,,,,,,,,,,,
6851,두부,방울토마토/대추형,명태참어묵,,,,,,,,,,,,,,
6852,무,순두부,,,,,,,,,,,,,,,
6853,두부,앞다리불고기-성남용인,찌개용두부,순두부,,,,,,,,,,,,,
6854,유정란/친환경,순두부,,,,,,,,,,,,,,,
6855,콩나물,중파,팽이버섯,,,,,,,,,,,,,,
6856,오이,,,,,,,,,,,,,,,,
6857,검은콩두유,느타리버섯,,,,,,,,,,,,,,,
6858,양파,,,,,,,,,,,,,,,,
6859,동물복지유정란,,,,,,,,,,,,,,,,
6860,월동무,,,,,,,,,,,,,,,,
6861,떡국떡,두부,,,,,,,,,,,,,,,
6862,콩나물,,,,,,,,,,,,,,,,
6863,사과/,,,,,,,,,,,,,,,,
6864,시금치,쌈채소모음,팽이버섯,,,,,,,,,,,,,,
6865,두부,,,,,,,,,,,,,,,,
6866,월동무,,,,,,,,,,,,,,,,
6867,콩나물,,,,,,,,,,,,,,,,
6868,두부,사과/,팽이버섯,,,,,,,,,,,,,,
6869,콩나물,사과/,,,,,,,,,,,,,,,
6870,유정란/친환경,검은콩두유,,,,,,,,,,,,,,,
6871,두부,,,,,,,,,,,,,,,,
6872,느타리버섯,,,,,,,,,,,,,,,,
6873,양파,검은콩두유,,,,,,,,,,,,,,,
6874,단무지,,,,,,,,,,,,,,,,
6875,사과/,,,,,,,,,,,,,,,,
6876,콩나물,깻잎,,,,,,,,,,,,,,,
6877,사과/,,,,,,,,,,,,,,,,
6878,오이,,,,,,,,,,,,,,,,
6879,콩나물,,,,,,,,,,,,,,,,
6880,두부,,,,,,,,,,,,,,,,
6881,순두부,,,,,,,,,,,,,,,,
6882,중파,,,,,,,,,,,,,,,,
6883,양파,,,,,,,,,,,,,,,,
6884,오이,명태참어묵,,,,,,,,,,,,,,,
6885,느타리버섯,,,,,,,,,,,,,,,,
6886,두부,완숙토마토,,,,,,,,,,,,,,,
6887,당근,,,,,,,,,,,,,,,,
6888,현미유,,,,,,,,,,,,,,,,
6889,유정란/친환경,,,,,,,,,,,,,,,,
6890,콩나물,중파,,,,,,,,,,,,,,,
6891,두부,단무지,,,,,,,,,,,,,,,
6892,두부,오이,,,,,,,,,,,,,,,
6893,콩국물,,,,,,,,,,,,,,,,
6894,애호박,중파,,,,,,,,,,,,,,,
6895,어린잎채소,순두부,,,,,,,,,,,,,,,
6896,유정란/친환경,,,,,,,,,,,,,,,,
6897,두부,,,,,,,,,,,,,,,,
6898,두부,쌈채소모음,,,,,,,,,,,,,,,
6899,대파,팽이버섯,,,,,,,,,,,,,,,
6900,유정란/친환경,,,,,,,,,,,,,,,,
6901,명태참어묵,,,,,,,,,,,,,,,,
6902,양파,,,,,,,,,,,,,,,,
6903,오이,,,,,,,,,,,,,,,,
6904,백미/유,,,,,,,,,,,,,,,,
6905,유정란/친환경,콩나물,,,,,,,,,,,,,,,
6906,유정란/친환경,백미/유,,,,,,,,,,,,,,,
6907,두부,누룽지,누룽지,,,,,,,,,,,,,,
6908,콩나물,,,,,,,,,,,,,,,,
6909,두부,시금치,찌개용두부,도토리묵,,,,,,,,,,,,,
6910,두부,콩나물,,,,,,,,,,,,,,,
6911,동물복지유정란,시금치,찌개용두부,,,,,,,,,,,,,,
6912,두부,콩나물,시금치,,,,,,,,,,,,,,
6913,두부,유정란/친환경,순두부,,,,,,,,,,,,,,
6914,유정란/친환경,당근,,,,,,,,,,,,,,,
6915,두부,유정란/친환경,,,,,,,,,,,,,,,
6916,양파,콩나물,,,,,,,,,,,,,,,
6917,두부,콩나물,순두부,,,,,,,,,,,,,,
6918,순두부,,,,,,,,,,,,,,,,
6919,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,
6920,순두부,,,,,,,,,,,,,,,,
6921,두부,양배추,,,,,,,,,,,,,,,
6922,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,
6923,유정란/친환경,중파,순두부,,,,,,,,,,,,,,
6924,두부,동물복지유정란,찌개용두부,,,,,,,,,,,,,,
6925,콩나물,,,,,,,,,,,,,,,,
6926,두부,유정란/친환경,찌개용두부,,,,,,,,,,,,,,
6927,콩나물,,,,,,,,,,,,,,,,
6928,유정란/친환경,,,,,,,,,,,,,,,,
6929,깻잎,,,,,,,,,,,,,,,,
