,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
17031,사과/,,,,,,,,,,,,,,,,
17032,우유,,,,,,,,,,,,,,,,
17033,두부,딸기/,우유,,,,,,,,,,,,,,
17034,우유,,,,,,,,,,,,,,,,
17035,두부,,,,,,,,,,,,,,,,
17036,우유,,,,,,,,,,,,,,,,
17037,우유,,,,,,,,,,,,,,,,
17038,완숙토마토,,,,,,,,,,,,,,,,
17039,두부,완숙토마토,우유,,,,,,,,,,,,,,
17040,우유,,,,,,,,,,,,,,,,
17041,우유,,,,,,,,,,,,,,,,
17042,두부,,,,,,,,,,,,,,,,
17043,우유,,,,,,,,,,,,,,,,
17044,우유,,,,,,,,,,,,,,,,
17045,두부,,,,,,,,,,,,,,,,
17046,두부,오이,유기농우유,,,,,,,,,,,,,,
17047,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17048,두부,유기농성이시돌목장우유,,,,,,,,,,,,,,,
17049,두부,오이,쌈채소모음,,,,,,,,,,,,,,
17050,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17051,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17052,우유,유기농성이시돌목장우유,,,,,,,,,,,,,,,
17053,쌈채소모음,,,,,,,,,,,,,,,,
17054,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17055,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17056,유기농우유,,,,,,,,,,,,,,,,
17057,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17058,두부,유기농성이시돌목장우유,,,,,,,,,,,,,,,
17059,유기농성이시돌목장우유,유기농성이시돌목장우유,,,,,,,,,,,,,,,
17060,두부,우유,,,,,,,,,,,,,,,
17061,두부,,,,,,,,,,,,,,,,
17062,명태참어묵,,,,,,,,,,,,,,,,
17063,어린잎채소,,,,,,,,,,,,,,,,
17064,연두부,,,,,,,,,,,,,,,,
17065,연두부,완숙토마토,,,,,,,,,,,,,,,
17066,깐마늘/난지형/유,명태참어묵,양배추,,,,,,,,,,,,,,
17067,유정란/친환경,연두부,,,,,,,,,,,,,,,
17068,유정란/친환경,연두부,,,,,,,,,,,,,,,
17069,오이,순두부,,,,,,,,,,,,,,,
17070,유정란/친환경,콩나물,부추,,,,,,,,,,,,,,
17071,유정란/친환경,,,,,,,,,,,,,,,,
17072,유정란/친환경,구운도시락김,단무지,,,,,,,,,,,,,,
17073,콩나물,명태참어묵,,,,,,,,,,,,,,,
17074,상추,,,,,,,,,,,,,,,,
17075,떡국떡,찌개용두부,,,,,,,,,,,,,,,
17076,양파,사과/,당근,구운도시락김,,,,,,,,,,,,,
17077,떡국떡,,,,,,,,,,,,,,,,
17078,두부,양파,대파,,,,,,,,,,,,,,
17079,사과/,,,,,,,,,,,,,,,,
17080,두부,검은콩두유,구운도시락김,,,,,,,,,,,,,,
17081,검은콩두유,구운도시락김,,,,,,,,,,,,,,,
17082,두부,구운도시락김,,,,,,,,,,,,,,,
17083,두부,구운도시락김,,,,,,,,,,,,,,,
17084,두부,양파,명태참어묵,,,,,,,,,,,,,,
17085,오이,중파,,,,,,,,,,,,,,,
17086,오이,명태참어묵,닭가슴살,,,,,,,,,,,,,,
17087,완숙토마토,검은콩두유,,,,,,,,,,,,,,,
17088,두부,동물복지유정란,완숙토마토,당근,검은콩두유,,,,,,,,,,,,
17089,유정란/친환경,,,,,,,,,,,,,,,,
17090,두부,오이,완숙토마토,,,,,,,,,,,,,,
17091,동물복지유정란,,,,,,,,,,,,,,,,
17092,사과/,,,,,,,,,,,,,,,,
17093,사과/,완숙토마토,당근,양배추,,,,,,,,,,,,,
17094,두부,완숙토마토,당근,검은콩두유,부추,,,,,,,,,,,,
17095,오이,부추,,,,,,,,,,,,,,,
17096,오이,앞다리불고기-성남용인,검은콩두유,,,,,,,,,,,,,,
17097,유정란/친환경,,,,,,,,,,,,,,,,
17098,유정란/친환경,상추,,,,,,,,,,,,,,,
17099,두부,동물복지유정란,,,,,,,,,,,,,,,
17100,오이,가지,부추,감자라면,,,,,,,,,,,,,
17101,사골곰국,동물복지유정란,오이,백미/유,부추,,,,,,,,,,,,
17102,백미/유,단무지,,,,,,,,,,,,,,,
17103,깻잎,,,,,,,,,,,,,,,,
17104,시금치,,,,,,,,,,,,,,,,
17105,두부,사골곰국,상추,,,,,,,,,,,,,,
17106,두부,쌈채소모음,단무지,,,,,,,,,,,,,,
17107,유정란/친환경,,,,,,,,,,,,,,,,
17108,무,,,,,,,,,,,,,,,,
17109,상추,,,,,,,,,,,,,,,,
17110,연두부,,,,,,,,,,,,,,,,
17111,대파,,,,,,,,,,,,,,,,
17112,유정란/친환경,,,,,,,,,,,,,,,,
17113,대파,,,,,,,,,,,,,,,,
17114,당근,단무지,,,,,,,,,,,,,,,
17115,콩국물,양파,깻잎,단무지,,,,,,,,,,,,,
17116,오이,,,,,,,,,,,,,,,,
17117,가지,,,,,,,,,,,,,,,,
17118,오이,중파,,,,,,,,,,,,,,,
17119,부추,,,,,,,,,,,,,,,,
17120,두부,,,,,,,,,,,,,,,,
17121,명태참어묵,,,,,,,,,,,,,,,,
17122,찌개용두부,,,,,,,,,,,,,,,,
17123,동물복지유정란,,,,,,,,,,,,,,,,
17124,당근,,,,,,,,,,,,,,,,
17125,유정란/친환경,당근,,,,,,,,,,,,,,,
17126,사과/,완숙토마토,찌개용두부,,,,,,,,,,,,,,
17127,양파,브로컬리,,,,,,,,,,,,,,,
17128,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17129,오이,,,,,,,,,,,,,,,,
17130,콩국물,두부,백미/유,,,,,,,,,,,,,,
17131,당근,우유,,,,,,,,,,,,,,,
17132,유정란/친환경,양파,오이,찌개용두부,느타리버섯,,,,,,,,,,,,
17133,당근,,,,,,,,,,,,,,,,
17134,사과/,,,,,,,,,,,,,,,,
17135,양파,,,,,,,,,,,,,,,,
17136,두부,,,,,,,,,,,,,,,,
17137,완숙토마토,,,,,,,,,,,,,,,,
17138,찌개용두부,,,,,,,,,,,,,,,,
17139,오이,찌개용두부,도토리묵,,,,,,,,,,,,,,
17140,양파,동물복지유정란,상추,,,,,,,,,,,,,,
17141,유정란/친환경,방울토마토/대추형,대파,,,,,,,,,,,,,,
17142,유정란/친환경,유기농저지방우유,,,,,,,,,,,,,,,
17143,유정란/친환경,오이,당근,,,,,,,,,,,,,,
17144,콩국물,두부,유정란/친환경,콩나물,중파,찌개용두부,깻잎,,,,,,,,,,
17145,양파,오이,무,가지,부추,,,,,,,,,,,,
17146,두부,,,,,,,,,,,,,,,,
17147,두부,,,,,,,,,,,,,,,,
17148,사과/,팽이버섯,느타리버섯,,,,,,,,,,,,,,
17149,동물복지유정란,,,,,,,,,,,,,,,,
17150,방울토마토/대추형,,,,,,,,,,,,,,,,
17151,양파,깻잎,느타리버섯,,,,,,,,,,,,,,
17152,두부,,,,,,,,,,,,,,,,
17153,사과/,,,,,,,,,,,,,,,,
17154,사과/,시금치,양배추,,,,,,,,,,,,,,
17155,두부,당근,느타리버섯,,,,,,,,,,,,,,
17156,동물복지유정란,,,,,,,,,,,,,,,,
17157,닭가슴살,,,,,,,,,,,,,,,,
17158,브로컬리,,,,,,,,,,,,,,,,
17159,두부,,,,,,,,,,,,,,,,
17160,유정란/친환경,양파,,,,,,,,,,,,,,,
17161,두부,,,,,,,,,,,,,,,,
17162,유정란/친환경,,,,,,,,,,,,,,,,
17163,두부,오이,당근,팽이버섯,깻잎,느타리버섯,,,,,,,,,,,
17164,시금치,깻잎,,,,,,,,,,,,,,,
17165,두부,오이,시금치,,,,,,,,,,,,,,
17166,두부,,,,,,,,,,,,,,,,
17167,상추,시금치,중파,깻잎,,,,,,,,,,,,,
17168,유정란/친환경,완숙토마토,,,,,,,,,,,,,,,
17169,양파,콩나물,중파,,,,,,,,,,,,,,
17170,두부,느타리버섯,,,,,,,,,,,,,,,
17171,유정란/친환경,,,,,,,,,,,,,,,,
17172,당근,느타리버섯,,,,,,,,,,,,,,,
17173,유정란/친환경,가지,,,,,,,,,,,,,,,
17174,부추,,,,,,,,,,,,,,,,
17175,방울토마토/대추형,가지,도토리묵,,,,,,,,,,,,,,
17176,오이,시금치,가지,부추,,,,,,,,,,,,,
17177,오이,,,,,,,,,,,,,,,,
17178,유정란/친환경,중파,팽이버섯,,,,,,,,,,,,,,
17179,두부,애호박,느타리버섯,,,,,,,,,,,,,,
17180,무,,,,,,,,,,,,,,,,
17181,양파,느타리버섯,,,,,,,,,,,,,,,
17182,유정란/친환경,오이,콩나물,,,,,,,,,,,,,,
17183,오이,콩나물,,,,,,,,,,,,,,,
17184,중파,,,,,,,,,,,,,,,,
17185,느타리버섯,,,,,,,,,,,,,,,,
17186,콩나물,,,,,,,,,,,,,,,,
17187,오이,,,,,,,,,,,,,,,,
17188,유정란/친환경,상추,당근,,,,,,,,,,,,,,
17189,양파,,,,,,,,,,,,,,,,
17190,검은콩두유,도토리묵,,,,,,,,,,,,,,,
17191,두부,,,,,,,,,,,,,,,,
17192,순두부,,,,,,,,,,,,,,,,
17193,콩나물,,,,,,,,,,,,,,,,
17194,대파,,,,,,,,,,,,,,,,
17195,두부,시금치,,,,,,,,,,,,,,,
17196,연두부,검은콩두유,,,,,,,,,,,,,,,
17197,두부,,,,,,,,,,,,,,,,
17198,동물복지유정란,,,,,,,,,,,,,,,,
17199,단무지,,,,,,,,,,,,,,,,
17200,두부,,,,,,,,,,,,,,,,
17201,두부,,,,,,,,,,,,,,,,
17202,두부,,,,,,,,,,,,,,,,
17203,동물복지유정란,,,,,,,,,,,,,,,,
17204,유정란/친환경,,,,,,,,,,,,,,,,
17205,동물복지유정란,,,,,,,,,,,,,,,,
17206,동물복지유정란,,,,,,,,,,,,,,,,
17207,두부,,,,,,,,,,,,,,,,
17208,사골곰국,중파,,,,,,,,,,,,,,,
17209,부추,,,,,,,,,,,,,,,,
17210,오이,,,,,,,,,,,,,,,,
17211,찌개용두부,,,,,,,,,,,,,,,,
17212,두부,무,,,,,,,,,,,,,,,
17213,유정란/친환경,,,,,,,,,,,,,,,,
17214,유정란/친환경,,,,,,,,,,,,,,,,
17215,연두부,,,,,,,,,,,,,,,,
17216,사골곰국,,,,,,,,,,,,,,,,
17217,중파,,,,,,,,,,,,,,,,
17218,콩나물,,,,,,,,,,,,,,,,
17219,얼음식혜,,,,,,,,,,,,,,,,
17220,얼음식혜,,,,,,,,,,,,,,,,
17221,동물복지유정란,,,,,,,,,,,,,,,,
17222,유정란/친환경,사골곰국,,,,,,,,,,,,,,,
17223,감자라면,,,,,,,,,,,,,,,,
17224,대파,찌개용두부,,,,,,,,,,,,,,,
17225,두부,동물복지유정란,상추,앞다리불고기-성남용인,,,,,,,,,,,,,
17226,중파,,,,,,,,,,,,,,,,
17227,동물복지유정란,오이,시금치,,,,,,,,,,,,,,
17228,사골곰국,느타리버섯,,,,,,,,,,,,,,,
17229,어린잎채소,,,,,,,,,,,,,,,,
17230,사골곰국,,,,,,,,,,,,,,,,
17231,앞다리불고기-성남용인,중파,,,,,,,,,,,,,,,
17232,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
17233,동물복지유정란,,,,,,,,,,,,,,,,
17234,유정란/친환경,,,,,,,,,,,,,,,,
17235,유정란/친환경,양파,,,,,,,,,,,,,,,
17236,동물복지유정란,현미유,,,,,,,,,,,,,,,
17237,사과/,,,,,,,,,,,,,,,,
17238,유정란/친환경,당근,,,,,,,,,,,,,,,
17239,유정란/친환경,,,,,,,,,,,,,,,,
17240,유정란/친환경,사과/,감자라면,,,,,,,,,,,,,,
17241,유정란/친환경,,,,,,,,,,,,,,,,
17242,유정란/친환경,감자라면,,,,,,,,,,,,,,,
17243,유정란/친환경,,,,,,,,,,,,,,,,
17244,콩국물,,,,,,,,,,,,,,,,
17245,유정란/친환경,,,,,,,,,,,,,,,,
17246,유정란/친환경,콩나물,,,,,,,,,,,,,,,
17247,유정란/친환경,,,,,,,,,,,,,,,,
17248,오이,오이,중파,가지,가지,,,,,,,,,,,,
17249,오이,,,,,,,,,,,,,,,,
17250,우유,,,,,,,,,,,,,,,,
17251,유정란/친환경,,,,,,,,,,,,,,,,
17252,시금치,,,,,,,,,,,,,,,,
17253,백미/유,,,,,,,,,,,,,,,,
17254,두부,,,,,,,,,,,,,,,,
17255,두부,,,,,,,,,,,,,,,,
17256,검은콩두유,,,,,,,,,,,,,,,,
17257,콩나물,찌개용두부,,,,,,,,,,,,,,,
17258,콩나물,,,,,,,,,,,,,,,,
17259,양파,,,,,,,,,,,,,,,,
17260,콩나물,시금치,딸기/,우유,팽이버섯,,,,,,,,,,,,
17261,백미/유,,,,,,,,,,,,,,,,
17262,당근,,,,,,,,,,,,,,,,
17263,대파,,,,,,,,,,,,,,,,
17264,유정란/친환경,,,,,,,,,,,,,,,,
17265,백미/유,명태참어묵,팽이버섯,순두부,,,,,,,,,,,,,
17266,유정란/친환경,시금치,,,,,,,,,,,,,,,
17267,떡국떡,시금치,,,,,,,,,,,,,,,
17268,두부,유정란/친환경,,,,,,,,,,,,,,,
17269,유정란/친환경,당근,,,,,,,,,,,,,,,
17270,찌개용두부,,,,,,,,,,,,,,,,
17271,양파,,,,,,,,,,,,,,,,
17272,콩나물,,,,,,,,,,,,,,,,
17273,유기농성이시돌목장우유,,,,,,,,,,,,,,,,
17274,유정란/친환경,,,,,,,,,,,,,,,,
17275,콩나물,백미/유,딸기/,,,,,,,,,,,,,,
17276,사골곰국,동물복지유정란,,,,,,,,,,,,,,,
17277,사골곰국,백미/유,브로컬리,,,,,,,,,,,,,,
17278,양파,부추,,,,,,,,,,,,,,,
17279,오이,,,,,,,,,,,,,,,,
17280,사골곰국,콩나물,,,,,,,,,,,,,,,
17281,대파,,,,,,,,,,,,,,,,
17282,유정란/친환경,,,,,,,,,,,,,,,,
17283,유정란/친환경,콩나물,,,,,,,,,,,,,,,
17284,양파,느타리버섯,,,,,,,,,,,,,,,
17285,완숙토마토,,,,,,,,,,,,,,,,
17286,사골곰국,,,,,,,,,,,,,,,,
17287,두부,유정란/친환경,,,,,,,,,,,,,,,
17288,두부,유정란/친환경,오이,콩나물,깐마늘/난지형/유,,,,,,,,,,,,
17289,백미/유,,,,,,,,,,,,,,,,
17290,콩국물,,,,,,,,,,,,,,,,
17291,깐마늘/난지형/유,중파,찌개용두부,,,,,,,,,,,,,,
17292,콩국물,콩나물,무,,,,,,,,,,,,,,
17293,오이,당근,유기농우유,가지,,,,,,,,,,,,,
17294,콩나물,백미/유,부추,,,,,,,,,,,,,,
17295,찌개용두부,,,,,,,,,,,,,,,,
17296,사골곰국,,,,,,,,,,,,,,,,
17297,오이,,,,,,,,,,,,,,,,
17298,백미/유,양배추,,,,,,,,,,,,,,,
17299,중파,,,,,,,,,,,,,,,,
17300,오이,,,,,,,,,,,,,,,,
17301,콩국물,콩나물,부추,,,,,,,,,,,,,,
17302,유정란/친환경,오이,,,,,,,,,,,,,,,
17303,오이,,,,,,,,,,,,,,,,
17304,유정란/친환경,,,,,,,,,,,,,,,,
17305,유정란/친환경,,,,,,,,,,,,,,,,
17306,양파,,,,,,,,,,,,,,,,
17307,당근,,,,,,,,,,,,,,,,
17308,오이,가지,,,,,,,,,,,,,,,
17309,콩국물,,,,,,,,,,,,,,,,
17310,유기농우유,,,,,,,,,,,,,,,,
17311,우유,,,,,,,,,,,,,,,,
17312,사골곰국,중파,,,,,,,,,,,,,,,
17313,두부,콩나물,,,,,,,,,,,,,,,
17314,유기농우유,가지,,,,,,,,,,,,,,,
17315,사골곰국,,,,,,,,,,,,,,,,
17316,유기농우유,양배추,,,,,,,,,,,,,,,
17317,유정란/친환경,명태참어묵,,,,,,,,,,,,,,,
17318,오이,,,,,,,,,,,,,,,,
17319,두부,유기농우유,,,,,,,,,,,,,,,
17320,유정란/친환경,사골곰국,콩나물,유기농우유,,,,,,,,,,,,,
17321,유기농우유,,,,,,,,,,,,,,,,
17322,동물복지유정란,구운도시락김,단무지,,,,,,,,,,,,,,
17323,쌈채소모음,,,,,,,,,,,,,,,,
17324,유정란/친환경,,,,,,,,,,,,,,,,
17325,동물복지유정란,사과/,당근,,,,,,,,,,,,,,
17326,단무지,,,,,,,,,,,,,,,,
17327,유정란/친환경,,,,,,,,,,,,,,,,
17328,유정란/친환경,콩나물,,,,,,,,,,,,,,,
17329,누룽지,현미유,,,,,,,,,,,,,,,
17330,양파,월동무,,,,,,,,,,,,,,,
17331,동물복지유정란,앞다리불고기-성남용인,당근,,,,,,,,,,,,,,
17332,유정란/친환경,,,,,,,,,,,,,,,,
17333,유정란/친환경,양파,콩나물,사과/,대파,우유,,,,,,,,,,,
17334,떡국떡,,,,,,,,,,,,,,,,
17335,유정란/친환경,당근,,,,,,,,,,,,,,,
17336,오이,당근,쌈채소모음,,,,,,,,,,,,,,
17337,당근,양배추,,,,,,,,,,,,,,,
17338,당근,,,,,,,,,,,,,,,,
17339,두부,오이,쌈채소모음,,,,,,,,,,,,,,
17340,유정란/친환경,사골곰국,오이,,,,,,,,,,,,,,
17341,사골곰국,얼음식혜,단무지,,,,,,,,,,,,,,
17342,콩국물,,,,,,,,,,,,,,,,
17343,양파,오이,구운도시락김,,,,,,,,,,,,,,
17344,콩나물,중파,감자라면,,,,,,,,,,,,,,
17345,완숙토마토,얼음식혜,,,,,,,,,,,,,,,
17346,유정란/친환경,부추,,,,,,,,,,,,,,,
17347,오이,완숙토마토,,,,,,,,,,,,,,,
17348,유정란/친환경,완숙토마토,,,,,,,,,,,,,,,
17349,콩국물,양파,어린잎채소,깻잎,,,,,,,,,,,,,
17350,두부,유정란/친환경,,,,,,,,,,,,,,,
17351,사과/,,,,,,,,,,,,,,,,
17352,콩국물,,,,,,,,,,,,,,,,
17353,애호박,완숙토마토,,,,,,,,,,,,,,,
17354,오이,얼음식혜,,,,,,,,,,,,,,,
17355,양파,,,,,,,,,,,,,,,,
17356,완숙토마토,,,,,,,,,,,,,,,,
17357,상추,애호박,,,,,,,,,,,,,,,
17358,콩국물,두부,콩나물,,,,,,,,,,,,,,
17359,콩나물,무,구운도시락김,,,,,,,,,,,,,,
17360,양파,구운도시락김,,,,,,,,,,,,,,,
17361,구운도시락김,,,,,,,,,,,,,,,,
17362,단무지,,,,,,,,,,,,,,,,
17363,완숙토마토,당근,구운도시락김,,,,,,,,,,,,,,
17364,콩나물,구운도시락김,감자라면,,,,,,,,,,,,,,
17365,유정란/친환경,사골곰국,찌개용두부,,,,,,,,,,,,,,
17366,두부,유정란/친환경,가지,,,,,,,,,,,,,,
17367,유정란/친환경,구운도시락김,,,,,,,,,,,,,,,
17368,유정란/친환경,사골곰국,쌈채소모음,도토리묵,,,,,,,,,,,,,
17369,두부,무,감자라면,,,,,,,,,,,,,,
17370,시금치,애호박,,,,,,,,,,,,,,,
17371,유정란/친환경,양파,구운도시락김,감자라면,,,,,,,,,,,,,
17372,오이,단무지,느타리버섯,,,,,,,,,,,,,,
17373,유정란/친환경,사골곰국,,,,,,,,,,,,,,,
17374,얼음식혜,,,,,,,,,,,,,,,,
17375,유정란/친환경,,,,,,,,,,,,,,,,
17376,백미/유,,,,,,,,,,,,,,,,
17377,유정란/친환경,대파,도토리묵,,,,,,,,,,,,,,
17378,동물복지유정란,,,,,,,,,,,,,,,,
17379,두부,유정란/친환경,대파,,,,,,,,,,,,,,
17380,유정란/친환경,,,,,,,,,,,,,,,,
17381,두부,,,,,,,,,,,,,,,,
17382,두부,오이,가지,,,,,,,,,,,,,,
17383,두부,,,,,,,,,,,,,,,,
17384,두부,,,,,,,,,,,,,,,,
17385,두부,콩나물,부추,양배추,,,,,,,,,,,,,
17386,두부,대파,,,,,,,,,,,,,,,
17387,유정란/친환경,시금치,딸기/,,,,,,,,,,,,,,
17388,동물복지유정란,상추,유기농우유,구운도시락김,단무지,,,,,,,,,,,,
17389,떡국떡,,,,,,,,,,,,,,,,
17390,시금치,월동무,양배추,,,,,,,,,,,,,,
17391,유정란/친환경,,,,,,,,,,,,,,,,
17392,시금치,월동무,양배추,,,,,,,,,,,,,,
17393,양파,사과/,시금치,월동무,얼음식혜,,,,,,,,,,,,
17394,유정란/친환경,사과/,,,,,,,,,,,,,,,
17395,양배추,,,,,,,,,,,,,,,,
17396,월동무,,,,,,,,,,,,,,,,
17397,시금치,당근,,,,,,,,,,,,,,,
17398,얼음식혜,,,,,,,,,,,,,,,,
17399,유정란/친환경,양파,,,,,,,,,,,,,,,
17400,두부,,,,,,,,,,,,,,,,
17401,두부,,,,,,,,,,,,,,,,
17402,양파,,,,,,,,,,,,,,,,
17403,시금치,,,,,,,,,,,,,,,,
17404,중파,느타리버섯,,,,,,,,,,,,,,,
17405,양파,오이,양배추,,,,,,,,,,,,,,
17406,유정란/친환경,,,,,,,,,,,,,,,,
17407,시금치,단무지,,,,,,,,,,,,,,,
17408,완숙토마토,,,,,,,,,,,,,,,,
17409,유정란/친환경,오이,당근,얼음식혜,유기농성이시돌목장우유,단무지,,,,,,,,,,,
17410,오이,,,,,,,,,,,,,,,,
17411,애호박,,,,,,,,,,,,,,,,
17412,오이,,,,,,,,,,,,,,,,
17413,얼음식혜,,,,,,,,,,,,,,,,
17414,완숙토마토,찌개용두부,,,,,,,,,,,,,,,
17415,구운도시락김,,,,,,,,,,,,,,,,
17416,얼음식혜,단무지,,,,,,,,,,,,,,,
17417,두부,오이,애호박,,,,,,,,,,,,,,
17418,콩나물,,,,,,,,,,,,,,,,
17419,애호박,,,,,,,,,,,,,,,,
17420,두부,유정란/친환경,,,,,,,,,,,,,,,
17421,오이,방울토마토/대추형,,,,,,,,,,,,,,,
17422,방울토마토/대추형,애호박,,,,,,,,,,,,,,,
17423,애호박,,,,,,,,,,,,,,,,
17424,유정란/친환경,애호박,가지,,,,,,,,,,,,,,
17425,구운도시락김,,,,,,,,,,,,,,,,
17426,부추,,,,,,,,,,,,,,,,
17427,양파,깻잎,,,,,,,,,,,,,,,
17428,애호박,가지,,,,,,,,,,,,,,,
17429,누룽지,,,,,,,,,,,,,,,,
17430,양배추,,,,,,,,,,,,,,,,
17431,떡국떡,얼음식혜,,,,,,,,,,,,,,,
17432,유정란/친환경,무,당근,중파,,,,,,,,,,,,,
17433,중파,,,,,,,,,,,,,,,,
17434,양파,,,,,,,,,,,,,,,,
17435,동물복지유정란,딸기/,월동무,,,,,,,,,,,,,,
17436,누룽지,누룽지,,,,,,,,,,,,,,,
17437,닭가슴살,,,,,,,,,,,,,,,,
17438,콩나물,,,,,,,,,,,,,,,,
17439,월동무,,,,,,,,,,,,,,,,
17440,두부,콩나물,백미/유,,,,,,,,,,,,,,
17441,누룽지,도토리묵,,,,,,,,,,,,,,,
17442,사과/,,,,,,,,,,,,,,,,
17443,브로컬리,누룽지,누룽지,,,,,,,,,,,,,,
17444,누룽지,,,,,,,,,,,,,,,,
17445,양파,유기농저지방우유,,,,,,,,,,,,,,,
17446,유정란/친환경,콩나물,누룽지,검은콩두유,양배추,감자라면,,,,,,,,,,,
17447,유기농저지방우유,,,,,,,,,,,,,,,,
17448,유정란/친환경,,,,,,,,,,,,,,,,
17449,콩나물,팽이버섯,,,,,,,,,,,,,,,
17450,두부,유정란/친환경,사과/,,,,,,,,,,,,,,
17451,콩나물,,,,,,,,,,,,,,,,
17452,콩나물,깻잎,,,,,,,,,,,,,,,
17453,유정란/친환경,오이,,,,,,,,,,,,,,,
17454,양파,딸기/,,,,,,,,,,,,,,,
17455,오이,명태참어묵,양배추,양배추,,,,,,,,,,,,,
17456,구운도시락김,,,,,,,,,,,,,,,,
17457,콩나물,상추,,,,,,,,,,,,,,,
17458,콩나물,애호박,,,,,,,,,,,,,,,
17459,콩나물,,,,,,,,,,,,,,,,
17460,두부,,,,,,,,,,,,,,,,
17461,애호박,브로컬리,,,,,,,,,,,,,,,
17462,부추,,,,,,,,,,,,,,,,
17463,두부,유정란/친환경,콩나물,구운도시락김,,,,,,,,,,,,,
17464,콩나물,,,,,,,,,,,,,,,,
17465,상추,백미/유,,,,,,,,,,,,,,,
17466,느타리버섯,,,,,,,,,,,,,,,,
17467,콩국물,콩나물,우유,양배추,,,,,,,,,,,,,
17468,방울토마토/대추형,상추,브로컬리,,,,,,,,,,,,,,
17469,콩나물,,,,,,,,,,,,,,,,
17470,도토리묵,닭가슴살,,,,,,,,,,,,,,,
17471,우유,깻잎,,,,,,,,,,,,,,,
17472,두부,검은콩두유,,,,,,,,,,,,,,,
17473,콩나물,누룽지,,,,,,,,,,,,,,,
17474,두부,검은콩두유,구운도시락김,닭가슴살,,,,,,,,,,,,,
17475,찌개용두부,닭가슴살,,,,,,,,,,,,,,,
17476,닭가슴살,,,,,,,,,,,,,,,,
17477,누룽지,부추,,,,,,,,,,,,,,,
17478,동물복지유정란,무,,,,,,,,,,,,,,,
17479,두부,,,,,,,,,,,,,,,,
17480,콩나물,검은콩두유,깻잎,양배추,,,,,,,,,,,,,
17481,두부,유정란/친환경,오이,,,,,,,,,,,,,,
17482,애호박,,,,,,,,,,,,,,,,
17483,검은콩두유,,,,,,,,,,,,,,,,
17484,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,
17485,유정란/친환경,,,,,,,,,,,,,,,,
17486,떡국떡,,,,,,,,,,,,,,,,
17487,양파,,,,,,,,,,,,,,,,
17488,동물복지유정란,앞다리불고기-성남용인,당근,현미유,,,,,,,,,,,,,
17489,두부,유정란/친환경,팽이버섯,,,,,,,,,,,,,,
17490,월동무,,,,,,,,,,,,,,,,
17491,느타리버섯,,,,,,,,,,,,,,,,
17492,콩나물,,,,,,,,,,,,,,,,
17493,시금치,,,,,,,,,,,,,,,,
17494,떡국떡,유정란/친환경,유정란/친환경,당근,당근,월동무,현미유,현미유,,,,,,,,,
17495,두부,,,,,,,,,,,,,,,,
17496,현미유,,,,,,,,,,,,,,,,
17497,사골곰국,시금치,백미/유,,,,,,,,,,,,,,
17498,두부,,,,,,,,,,,,,,,,
17499,두부,유정란/친환경,,,,,,,,,,,,,,,
17500,두부,,,,,,,,,,,,,,,,
17501,현미유,,,,,,,,,,,,,,,,
17502,깻잎,,,,,,,,,,,,,,,,
17503,두부,,,,,,,,,,,,,,,,
17504,양파,,,,,,,,,,,,,,,,
17505,두부,양파,,,,,,,,,,,,,,,
17506,양파,애호박,팽이버섯,,,,,,,,,,,,,,
17507,두부,동물복지유정란,앞다리불고기-성남용인,당근,,,,,,,,,,,,,
17508,두부,,,,,,,,,,,,,,,,
17509,당근,,,,,,,,,,,,,,,,
17510,두부,양배추,,,,,,,,,,,,,,,
17511,유기농저지방우유,,,,,,,,,,,,,,,,
17512,두부,양파,대파,유기농우유,현미유,가지,,,,,,,,,,,
17513,두부,,,,,,,,,,,,,,,,
17514,유기농우유,,,,,,,,,,,,,,,,
17515,양파,백미/유,명태참어묵,팽이버섯,,,,,,,,,,,,,
17516,두부,,,,,,,,,,,,,,,,
17517,팽이버섯,,,,,,,,,,,,,,,,
17518,무,,,,,,,,,,,,,,,,
17519,두부,,,,,,,,,,,,,,,,
17520,대파,팽이버섯,,,,,,,,,,,,,,,
17521,두부,명태참어묵,,,,,,,,,,,,,,,
17522,연두부,당근,월동무,,,,,,,,,,,,,,
17523,두부,연두부,닭가슴살,,,,,,,,,,,,,,
17524,상추,애호박,양배추,,,,,,,,,,,,,,
17525,떡국떡,사골곰국,,,,,,,,,,,,,,,
17526,떡국떡,동물복지유정란,찌개용두부,,,,,,,,,,,,,,
17527,유정란/친환경,,,,,,,,,,,,,,,,
17528,떡국떡,당근,,,,,,,,,,,,,,,
17529,동물복지유정란,,,,,,,,,,,,,,,,
17530,두부,,,,,,,,,,,,,,,,
17531,두부,동물복지유정란,,,,,,,,,,,,,,,
17532,딸기/,,,,,,,,,,,,,,,,
17533,콩나물,,,,,,,,,,,,,,,,
