,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
6911,애호박,중파,찌개용두부,가지,,,,,,,,,,,,,,,
6912,팽이버섯,,,,,,,,,,,,,,,,,,
6913,방울토마토/대추형,,,,,,,,,,,,,,,,,,
6914,찌개용두부,,,,,,,,,,,,,,,,,,
6915,두부,,,,,,,,,,,,,,,,,,
6916,브로컬리,,,,,,,,,,,,,,,,,,
6917,콩나물,브로컬리,,,,,,,,,,,,,,,,,
6918,유정란/친환경,딸기/,유기농저지방우유,누룽지,,,,,,,,,,,,,,,
6919,브로컬리,,,,,,,,,,,,,,,,,,
6920,상추,검은콩두유,,,,,,,,,,,,,,,,,
6921,유기농저지방우유,,,,,,,,,,,,,,,,,,
6922,대파,,,,,,,,,,,,,,,,,,
6923,유정란/친환경,사과/,,,,,,,,,,,,,,,,,
6924,브로컬리,유기농저지방우유,찌개용두부,,,,,,,,,,,,,,,,
6925,두부,유기농우유,,,,,,,,,,,,,,,,,
6926,유정란/친환경,오이,,,,,,,,,,,,,,,,,
6927,두부,양파,브로컬리,유기농저지방우유,중파,,,,,,,,,,,,,,
6928,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
6929,두부,유정란/친환경,양파,콩나물,사과/,백미/유,브로컬리,중파,,,,,,,,,,,
6930,유기농우유,,,,,,,,,,,,,,,,,,
6931,유정란/친환경,깻잎,,,,,,,,,,,,,,,,,
6932,동물복지유정란,딸기/,깻잎,,,,,,,,,,,,,,,,
6933,두부,사과/,딸기/,,,,,,,,,,,,,,,,
6934,두부,유정란/친환경,시금치,찌개용두부,깻잎,,,,,,,,,,,,,,
6935,동물복지유정란,어린잎채소,,,,,,,,,,,,,,,,,
6936,양파,딸기/,,,,,,,,,,,,,,,,,
6937,두부,동물복지유정란,콩나물,,,,,,,,,,,,,,,,
6938,유정란/친환경,당근,대파,,,,,,,,,,,,,,,,
6939,딸기/,브로컬리,,,,,,,,,,,,,,,,,
6940,두부,유정란/친환경,,,,,,,,,,,,,,,,,
6941,딸기/,대파,,,,,,,,,,,,,,,,,
6942,두부,유정란/친환경,당근,,,,,,,,,,,,,,,,
6943,두부,동물복지유정란,,,,,,,,,,,,,,,,,
6944,월동무,팽이버섯,,,,,,,,,,,,,,,,,
6945,유정란/친환경,,,,,,,,,,,,,,,,,,
6946,두부,누룽지,깻잎,,,,,,,,,,,,,,,,
6947,두부,유정란/친환경,당근,,,,,,,,,,,,,,,,
6948,찌개용두부,깻잎,,,,,,,,,,,,,,,,,
6949,두부,딸기/,당근,깻잎,,,,,,,,,,,,,,,
6950,유정란/친환경,,,,,,,,,,,,,,,,,,
6951,유정란/친환경,,,,,,,,,,,,,,,,,,
6952,딸기/,,,,,,,,,,,,,,,,,,
6953,두부,유정란/친환경,사과/,딸기/,브로컬리,깻잎,,,,,,,,,,,,,
6954,두부,,,,,,,,,,,,,,,,,,
6955,두부,찹쌀백미/유,,,,,,,,,,,,,,,,,
6956,오이,참기름,브로컬리,당근,,,,,,,,,,,,,,,
6957,양파,,,,,,,,,,,,,,,,,,
6958,오이,상추,당근,부추,깻잎,,,,,,,,,,,,,,
6959,두부,양파,,,,,,,,,,,,,,,,,
6960,두부,,,,,,,,,,,,,,,,,,
6961,완숙토마토,브로컬리,깻잎,,,,,,,,,,,,,,,,
6962,방울토마토/대추형,,,,,,,,,,,,,,,,,,
6963,방울토마토/대추형,완숙토마토,중파,,,,,,,,,,,,,,,,
6964,두부,오이,사과/,,,,,,,,,,,,,,,,
6965,백미/유,,,,,,,,,,,,,,,,,,
6966,양배추,,,,,,,,,,,,,,,,,,
6967,두부,오이,완숙토마토,,,,,,,,,,,,,,,,
6968,유정란/친환경,방울토마토/대추형,,,,,,,,,,,,,,,,,
6969,유정란/친환경,상추,브로컬리,당근,,,,,,,,,,,,,,,
6970,양파,,,,,,,,,,,,,,,,,,
6971,두부,시금치,,,,,,,,,,,,,,,,,
6972,유정란/친환경,,,,,,,,,,,,,,,,,,
6973,유정란/친환경,브로컬리,,,,,,,,,,,,,,,,,
6974,찹쌀백미/유,,,,,,,,,,,,,,,,,,
6975,양파,,,,,,,,,,,,,,,,,,
6976,브로컬리,,,,,,,,,,,,,,,,,,
6977,콩나물,방울토마토/대추형,상추,중파,복숭아,,,,,,,,,,,,,,
6978,오이,콩나물,백미/유,,,,,,,,,,,,,,,,
6979,두부,동물복지유정란,팽이버섯,,,,,,,,,,,,,,,,
6980,양파,오이,,,,,,,,,,,,,,,,,
6981,유정란/친환경,무,,,,,,,,,,,,,,,,,
6982,완숙토마토,,,,,,,,,,,,,,,,,,
6983,오이,완숙토마토,부추,깻잎,,,,,,,,,,,,,,,
6984,당근,,,,,,,,,,,,,,,,,,
6985,유정란/친환경,어린잎채소,부추,복숭아,,,,,,,,,,,,,,,
6986,사과,,,,,,,,,,,,,,,,,,
6987,양파,콩나물,,,,,,,,,,,,,,,,,
6988,유정란/친환경,,,,,,,,,,,,,,,,,,
6989,두부,깻잎,,,,,,,,,,,,,,,,,
6990,두부,깻잎,,,,,,,,,,,,,,,,,
6991,두부,양파,,,,,,,,,,,,,,,,,
6992,두부,상추,,,,,,,,,,,,,,,,,
6993,오이,콩나물,,,,,,,,,,,,,,,,,
6994,두부,유정란/친환경,깻잎,,,,,,,,,,,,,,,,
6995,두부,양배추,,,,,,,,,,,,,,,,,
6996,두부,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
6997,백미/유,,,,,,,,,,,,,,,,,,
6998,두부,어린잎채소,무,중파,,,,,,,,,,,,,,,
6999,깻잎,,,,,,,,,,,,,,,,,,
7000,당면,,,,,,,,,,,,,,,,,,
7001,어린잎채소,,,,,,,,,,,,,,,,,,
7002,양파,,,,,,,,,,,,,,,,,,
7003,콩나물,,,,,,,,,,,,,,,,,,
7004,두부,월동무,,,,,,,,,,,,,,,,,
7005,사과/,유기농저지방우유,,,,,,,,,,,,,,,,,
7006,유정란/친환경,시금치,,,,,,,,,,,,,,,,,
7007,백미/유,,,,,,,,,,,,,,,,,,
7008,어린잎채소,중파,,,,,,,,,,,,,,,,,
7009,콩나물,방울토마토/대추형,백미/유,팽이버섯,,,,,,,,,,,,,,,
7010,두부,양파,,,,,,,,,,,,,,,,,
7011,찌개용두부,,,,,,,,,,,,,,,,,,
7012,콩나물,,,,,,,,,,,,,,,,,,
7013,딸기/,,,,,,,,,,,,,,,,,,
7014,유정란/친환경,유정란/친환경,양파,양파,콩나물,당근,찌개용두부,,,,,,,,,,,,
7015,유정란/친환경,사과/,,,,,,,,,,,,,,,,,
7016,월동무,대파,,,,,,,,,,,,,,,,,
7017,두부,딸기/,월동무,,,,,,,,,,,,,,,,
7018,두부,동물복지유정란,,,,,,,,,,,,,,,,,
7019,딸기/,월동무,대파,,,,,,,,,,,,,,,,
7020,두부,백미/유,월동무,,,,,,,,,,,,,,,,
7021,사과/,대파,,,,,,,,,,,,,,,,,
7022,유정란/친환경,,,,,,,,,,,,,,,,,,
7023,양파,,,,,,,,,,,,,,,,,,
7024,양파,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
7025,딸기/,,,,,,,,,,,,,,,,,,
7026,찌개용두부,,,,,,,,,,,,,,,,,,
7027,두부,,,,,,,,,,,,,,,,,,
7028,유정란/친환경,,,,,,,,,,,,,,,,,,
7029,두부,두부,유정란/친환경,사과/,,,,,,,,,,,,,,,
7030,완숙토마토,,,,,,,,,,,,,,,,,,
7031,양파,,,,,,,,,,,,,,,,,,
7032,방울토마토/대추형,,,,,,,,,,,,,,,,,,
7033,유정란/친환경,,,,,,,,,,,,,,,,,,
7034,두부,,,,,,,,,,,,,,,,,,
7035,유정란/친환경,당근,,,,,,,,,,,,,,,,,
7036,유정란/친환경,양배추,,,,,,,,,,,,,,,,,
7037,복숭아,,,,,,,,,,,,,,,,,,
7038,복숭아,,,,,,,,,,,,,,,,,,
7039,찌개용두부,,,,,,,,,,,,,,,,,,
7040,찌개용두부,,,,,,,,,,,,,,,,,,
7041,유정란/친환경,,,,,,,,,,,,,,,,,,
7042,두부,유정란/친환경,콩나물,양배추,,,,,,,,,,,,,,,
7043,콩나물,시금치,당근,당면,,,,,,,,,,,,,,,
7044,두부,딸기/,대파,,,,,,,,,,,,,,,,
7045,월동무,,,,,,,,,,,,,,,,,,
7046,떡국떡,당근,,,,,,,,,,,,,,,,,
7047,양파,,,,,,,,,,,,,,,,,,
7048,월동무,,,,,,,,,,,,,,,,,,
7049,콩나물,월동무,,,,,,,,,,,,,,,,,
7050,유정란/친환경,당근,,,,,,,,,,,,,,,,,
7051,두부,콩나물,당근,,,,,,,,,,,,,,,,
7052,두부,유정란/친환경,오이,딸기/,당근,찌개용두부,,,,,,,,,,,,,
7053,두부,유정란/친환경,당근,,,,,,,,,,,,,,,,
7054,유정란/친환경,오이,당근,,,,,,,,,,,,,,,,
7055,참기름,,,,,,,,,,,,,,,,,,
7056,두부,양파,중파,,,,,,,,,,,,,,,,
7057,유정란/친환경,무,,,,,,,,,,,,,,,,,
7058,두부,양파,무,,,,,,,,,,,,,,,,
7059,당근,,,,,,,,,,,,,,,,,,
7060,오이,당근,찌개용두부,,,,,,,,,,,,,,,,
7061,유정란/친환경,양파,당근,,,,,,,,,,,,,,,,
7062,콩나물,당근,,,,,,,,,,,,,,,,,
7063,동물복지유정란,오이,방울토마토/대추형,깻잎,,,,,,,,,,,,,,,
7064,오이,콩나물,복숭아,,,,,,,,,,,,,,,,
7065,방울토마토/대추형,당근,,,,,,,,,,,,,,,,,
7066,두부,가지,,,,,,,,,,,,,,,,,
7067,유정란/친환경,오이,콩나물,,,,,,,,,,,,,,,,
7068,콩나물,,,,,,,,,,,,,,,,,,
7069,동물복지유정란,당근,부추,사과,,,,,,,,,,,,,,,
7070,콩나물,,,,,,,,,,,,,,,,,,
7071,두부,두부,콩나물,중파,,,,,,,,,,,,,,,
7072,두부,,,,,,,,,,,,,,,,,,
7073,콩나물,시금치,,,,,,,,,,,,,,,,,
7074,시금치,,,,,,,,,,,,,,,,,,
7075,유정란/친환경,,,,,,,,,,,,,,,,,,
7076,두부,두부,,,,,,,,,,,,,,,,,
7077,참기름,대파,,,,,,,,,,,,,,,,,
7078,유정란/친환경,양파,,,,,,,,,,,,,,,,,
7079,동물복지유정란,,,,,,,,,,,,,,,,,,
7080,두부,,,,,,,,,,,,,,,,,,
7081,유정란/친환경,양파,찌개용두부,,,,,,,,,,,,,,,,
7082,떡국떡,대파,,,,,,,,,,,,,,,,,
7083,유정란/친환경,,,,,,,,,,,,,,,,,,
7084,유정란/친환경,,,,,,,,,,,,,,,,,,
7085,유정란/친환경,,,,,,,,,,,,,,,,,,
7086,두부,딸기/,,,,,,,,,,,,,,,,,
7087,두부,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,
7088,유정란/친환경,,,,,,,,,,,,,,,,,,
7089,두부,양파,,,,,,,,,,,,,,,,,
7090,떡국떡,,,,,,,,,,,,,,,,,,
7091,유정란/친환경,,,,,,,,,,,,,,,,,,
7092,유정란/친환경,,,,,,,,,,,,,,,,,,
7093,두부,,,,,,,,,,,,,,,,,,
7094,떡국떡,,,,,,,,,,,,,,,,,,
7095,유정란/친환경,,,,,,,,,,,,,,,,,,
7096,두부,,,,,,,,,,,,,,,,,,
7097,찌개용두부,,,,,,,,,,,,,,,,,,
7098,양파,동물복지유정란,,,,,,,,,,,,,,,,,
7099,유정란/친환경,,,,,,,,,,,,,,,,,,
7100,유정란/친환경,,,,,,,,,,,,,,,,,,
7101,유정란/친환경,,,,,,,,,,,,,,,,,,
7102,양파,연두부,,,,,,,,,,,,,,,,,
7103,콩국물,두부,,,,,,,,,,,,,,,,,
7104,콩국물,오이,가지,부추,,,,,,,,,,,,,,,
7105,유정란/친환경,,,,,,,,,,,,,,,,,,
7106,유정란/친환경,양파,,,,,,,,,,,,,,,,,
7107,두부,,,,,,,,,,,,,,,,,,
7108,유정란/친환경,,,,,,,,,,,,,,,,,,
7109,연두부,어린잎채소,중파,,,,,,,,,,,,,,,,
7110,유정란/친환경,오이,얼음식혜,,,,,,,,,,,,,,,,
7111,두부,유정란/친환경,,,,,,,,,,,,,,,,,
7112,황토숙주나물,,,,,,,,,,,,,,,,,,
7113,유정란/친환경,,,,,,,,,,,,,,,,,,
7114,쌈채소모음,,,,,,,,,,,,,,,,,,
7115,유정란/친환경,도토리묵,,,,,,,,,,,,,,,,,
7116,무,사과,,,,,,,,,,,,,,,,,
7117,브로컬리,,,,,,,,,,,,,,,,,,
7118,찹쌀백미/유,,,,,,,,,,,,,,,,,,
7119,양파,동물복지유정란,월동무,대파,,,,,,,,,,,,,,,
7120,콩나물,,,,,,,,,,,,,,,,,,
7121,양파,대파,찌개용두부,,,,,,,,,,,,,,,,
7122,두부,양파,콩나물,,,,,,,,,,,,,,,,
7123,동물복지유정란,대파,,,,,,,,,,,,,,,,,
7124,오이,,,,,,,,,,,,,,,,,,
7125,대파,,,,,,,,,,,,,,,,,,
7126,백미/유,,,,,,,,,,,,,,,,,,
7127,양파,월동무,양배추,,,,,,,,,,,,,,,,
7128,양배추,,,,,,,,,,,,,,,,,,
7129,두부,월동무,깻잎,,,,,,,,,,,,,,,,
7130,상추,당근,양배추,,,,,,,,,,,,,,,,
7131,방울토마토/대추형,월동무,,,,,,,,,,,,,,,,,
7132,당근,,,,,,,,,,,,,,,,,,
7133,상추,,,,,,,,,,,,,,,,,,
7134,브로컬리,,,,,,,,,,,,,,,,,,
7135,상추,당근,,,,,,,,,,,,,,,,,
7136,두부,상추,당근,,,,,,,,,,,,,,,,
7137,시금치,브로컬리,깻잎,,,,,,,,,,,,,,,,
7138,두부,상추,브로컬리,당근,월동무,,,,,,,,,,,,,,
7139,월동무,찌개용두부,,,,,,,,,,,,,,,,,
7140,양배추,,,,,,,,,,,,,,,,,,
7141,양파,양파,브로컬리,깐마늘/난지형/유,깐마늘/난지형/유,당근,찌개용두부,찌개용두부,부추,부추,,,,,,,,,
7142,양배추,,,,,,,,,,,,,,,,,,
7143,쌈채소모음,,,,,,,,,,,,,,,,,,
7144,오이,브로컬리,월동무,,,,,,,,,,,,,,,,
7145,오이,,,,,,,,,,,,,,,,,,
7146,쌈채소모음,찌개용두부,,,,,,,,,,,,,,,,,
7147,유정란/친환경,유정란/친환경,오이,,,,,,,,,,,,,,,,
7148,양파,상추,당근,양배추,,,,,,,,,,,,,,,
7149,양파,찌개용두부,,,,,,,,,,,,,,,,,
7150,연두부,명태참어묵,찌개용두부,부추,,,,,,,,,,,,,,,
7151,유정란/친환경,사과/,상추,,,,,,,,,,,,,,,,
7152,양파,시금치,,,,,,,,,,,,,,,,,
7153,완숙토마토,찌개용두부,,,,,,,,,,,,,,,,,
7154,양파,양배추,,,,,,,,,,,,,,,,,
7155,콩국물,,,,,,,,,,,,,,,,,,
7156,오이,시금치,,,,,,,,,,,,,,,,,
7157,사과/,완숙토마토,당근,,,,,,,,,,,,,,,,
7158,상추,브로컬리,얼갈이,깻잎,양배추,,,,,,,,,,,,,,
7159,오이,브로컬리,찌개용두부,,,,,,,,,,,,,,,,
7160,오이,상추,,,,,,,,,,,,,,,,,
7161,상추,찌개용두부,,,,,,,,,,,,,,,,,
7162,애호박,당근,,,,,,,,,,,,,,,,,
7163,가지,양배추,,,,,,,,,,,,,,,,,
7164,찌개용두부,,,,,,,,,,,,,,,,,,
7165,두부,,,,,,,,,,,,,,,,,,
7166,양배추,,,,,,,,,,,,,,,,,,
7167,애호박,완숙토마토,무,당근,찌개용두부,가지,,,,,,,,,,,,,
7168,오이,완숙토마토,양배추,,,,,,,,,,,,,,,,
7169,애호박,완숙토마토,가지,,,,,,,,,,,,,,,,
7170,사과,,,,,,,,,,,,,,,,,,
7171,부추,,,,,,,,,,,,,,,,,,
7172,사과,양배추,,,,,,,,,,,,,,,,,
7173,가지,양배추,,,,,,,,,,,,,,,,,
7174,오이,애호박,찌개용두부,양배추,,,,,,,,,,,,,,,
7175,방울토마토/대추형,애호박,,,,,,,,,,,,,,,,,
7176,오이,애호박,완숙토마토,부추,,,,,,,,,,,,,,,
7177,오이,완숙토마토,중파,깻잎,양배추,,,,,,,,,,,,,,
7178,시금치,,,,,,,,,,,,,,,,,,
7179,유정란/친환경,오이,깻잎,,,,,,,,,,,,,,,,
7180,상추,애호박,당근,가지,,,,,,,,,,,,,,,
7181,오이,무,,,,,,,,,,,,,,,,,
7182,오이,깻잎,,,,,,,,,,,,,,,,,
7183,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
7184,콩나물,,,,,,,,,,,,,,,,,,
7185,유정란/친환경,,,,,,,,,,,,,,,,,,
7186,유정란/친환경,콩나물,,,,,,,,,,,,,,,,,
7187,유정란/친환경,콩나물,,,,,,,,,,,,,,,,,
7188,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
7189,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
7190,두부,,,,,,,,,,,,,,,,,,
7191,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7192,유정란/친환경,콩나물,,,,,,,,,,,,,,,,,
7193,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,,,
7194,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7195,유정란/친환경,,,,,,,,,,,,,,,,,,
7196,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7197,유정란/친환경,,,,,,,,,,,,,,,,,,
7198,두부,,,,,,,,,,,,,,,,,,
7199,찌개용두부,,,,,,,,,,,,,,,,,,
7200,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7201,유정란/친환경,,,,,,,,,,,,,,,,,,
7202,찌개용두부,,,,,,,,,,,,,,,,,,
7203,찌개용두부,,,,,,,,,,,,,,,,,,
7204,찌개용두부,,,,,,,,,,,,,,,,,,
7205,찌개용두부,,,,,,,,,,,,,,,,,,
7206,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7207,검은콩두유,,,,,,,,,,,,,,,,,,
7208,찌개용두부,,,,,,,,,,,,,,,,,,
7209,두부,찌개용두부,,,,,,,,,,,,,,,,,
7210,떡국떡,양파,대파,,,,,,,,,,,,,,,,
7211,콩나물,,,,,,,,,,,,,,,,,,
7212,유정란/친환경,콩나물,,,,,,,,,,,,,,,,,
7213,두부,,,,,,,,,,,,,,,,,,
7214,유정란/친환경,,,,,,,,,,,,,,,,,,
7215,두부,콩나물,참기름,검은콩두유,,,,,,,,,,,,,,,
7216,찌개용두부,,,,,,,,,,,,,,,,,,
7217,콩나물,,,,,,,,,,,,,,,,,,
7218,찌개용두부,,,,,,,,,,,,,,,,,,
7219,두부,중파,검은콩두유,,,,,,,,,,,,,,,,
7220,콩나물,중파,,,,,,,,,,,,,,,,,
7221,두부,동물복지유정란,콩나물,찌개용두부,,,,,,,,,,,,,,,
7222,두부,유정란/친환경,중파,찌개용두부,,,,,,,,,,,,,,,
7223,중파,,,,,,,,,,,,,,,,,,
7224,두부,유정란/친환경,,,,,,,,,,,,,,,,,
7225,두유,,,,,,,,,,,,,,,,,,
7226,유정란/친환경,검은콩두유,,,,,,,,,,,,,,,,,
7227,쌈채소모음,얼음식혜,깻잎,,,,,,,,,,,,,,,,
7228,얼음식혜,,,,,,,,,,,,,,,,,,
7229,두부,,,,,,,,,,,,,,,,,,
7230,얼갈이,팽이버섯,,,,,,,,,,,,,,,,,
7231,얼음식혜,,,,,,,,,,,,,,,,,,
7232,상추,대파,,,,,,,,,,,,,,,,,
7233,두부,,,,,,,,,,,,,,,,,,
7234,두부,대파,,,,,,,,,,,,,,,,,
7235,두부,당근,,,,,,,,,,,,,,,,,
7236,두부,,,,,,,,,,,,,,,,,,
7237,부추,,,,,,,,,,,,,,,,,,
7238,두부,,,,,,,,,,,,,,,,,,
7239,방울토마토/대추형,,,,,,,,,,,,,,,,,,
7240,깻잎,,,,,,,,,,,,,,,,,,
7241,두부,,,,,,,,,,,,,,,,,,
7242,오이,완숙토마토,,,,,,,,,,,,,,,,,
7243,두부,오이,,,,,,,,,,,,,,,,,
7244,오이,팽이버섯,,,,,,,,,,,,,,,,,
7245,오이,팽이버섯,,,,,,,,,,,,,,,,,
7246,두부,오이,,,,,,,,,,,,,,,,,
7247,두부,,,,,,,,,,,,,,,,,,
7248,두부,연두부,,,,,,,,,,,,,,,,,
7249,두부,상추,,,,,,,,,,,,,,,,,
7250,연두부,,,,,,,,,,,,,,,,,,
7251,유기농저지방우유,,,,,,,,,,,,,,,,,,
7252,동물복지유정란,콩나물,,,,,,,,,,,,,,,,,
7253,얼음식혜,,,,,,,,,,,,,,,,,,
7254,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
7255,유기농저지방우유,,,,,,,,,,,,,,,,,,
7256,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
7257,양배추,,,,,,,,,,,,,,,,,,
7258,유정란/친환경,,,,,,,,,,,,,,,,,,
7259,백미/유,,,,,,,,,,,,,,,,,,
7260,유정란/친환경,,,,,,,,,,,,,,,,,,
7261,유정란/친환경,콩나물,어린잎채소,,,,,,,,,,,,,,,,
7262,유정란/친환경,,,,,,,,,,,,,,,,,,
7263,유기농저지방우유,,,,,,,,,,,,,,,,,,
7264,유정란/친환경,유정란/친환경,백미/유,유기농저지방우유,,,,,,,,,,,,,,,
7265,참기름,,,,,,,,,,,,,,,,,,
7266,찌개용두부,,,,,,,,,,,,,,,,,,
7267,유정란/친환경,,,,,,,,,,,,,,,,,,
7268,대파,찌개용두부,,,,,,,,,,,,,,,,,
7269,시금치,,,,,,,,,,,,,,,,,,
7270,브로컬리,,,,,,,,,,,,,,,,,,
7271,오이,방울토마토/대추형,,,,,,,,,,,,,,,,,
7272,구운도시락김,,,,,,,,,,,,,,,,,,
7273,찌개용두부,,,,,,,,,,,,,,,,,,
7274,백미/유,당근,,,,,,,,,,,,,,,,,
7275,당근,,,,,,,,,,,,,,,,,,
7276,찌개용두부,,,,,,,,,,,,,,,,,,
7277,두부,,,,,,,,,,,,,,,,,,
7278,두부,,,,,,,,,,,,,,,,,,
7279,두부,,,,,,,,,,,,,,,,,,
7280,당근,,,,,,,,,,,,,,,,,,
7281,두부,어린잎채소,,,,,,,,,,,,,,,,,
7282,유정란/친환경,,,,,,,,,,,,,,,,,,
7283,콩국물,,,,,,,,,,,,,,,,,,
7284,동물복지유정란,,,,,,,,,,,,,,,,,,
7285,완숙토마토,,,,,,,,,,,,,,,,,,
7286,양파,,,,,,,,,,,,,,,,,,
7287,완숙토마토,,,,,,,,,,,,,,,,,,
7288,완숙토마토,백미/유,,,,,,,,,,,,,,,,,
7289,동물복지유정란,,,,,,,,,,,,,,,,,,
7290,두부,,,,,,,,,,,,,,,,,,
7291,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
7292,유정란/친환경,,,,,,,,,,,,,,,,,,
7293,양파,,,,,,,,,,,,,,,,,,
7294,찌개용두부,,,,,,,,,,,,,,,,,,
7295,유정란/친환경,검은콩두유,,,,,,,,,,,,,,,,,
7296,유정란/친환경,찌개용두부,검은콩두유,,,,,,,,,,,,,,,,
7297,참기름,,,,,,,,,,,,,,,,,,
7298,유정란/친환경,,,,,,,,,,,,,,,,,,
7299,동물복지유정란,,,,,,,,,,,,,,,,,,
7300,동물복지유정란,사과/,찌개용두부,,,,,,,,,,,,,,,,
7301,떡국떡,유정란/친환경,월동무,얼음식혜,,,,,,,,,,,,,,,
7302,유정란/친환경,대파,,,,,,,,,,,,,,,,,
7303,동물복지유정란,누룽지,,,,,,,,,,,,,,,,,
7304,양파,상추,,,,,,,,,,,,,,,,,
7305,오분도미/유,,,,,,,,,,,,,,,,,,
7306,양배추,,,,,,,,,,,,,,,,,,
7307,유정란/친환경,,,,,,,,,,,,,,,,,,
7308,브로컬리,,,,,,,,,,,,,,,,,,
7309,찌개용두부,,,,,,,,,,,,,,,,,,
7310,사과/,,,,,,,,,,,,,,,,,,
7311,유정란/친환경,,,,,,,,,,,,,,,,,,
7312,양파,상추,,,,,,,,,,,,,,,,,
7313,참외,,,,,,,,,,,,,,,,,,
7314,상추,,,,,,,,,,,,,,,,,,
7315,유정란/친환경,,,,,,,,,,,,,,,,,,
7316,상추,대파,,,,,,,,,,,,,,,,,
7317,상추,당근,찌개용두부,,,,,,,,,,,,,,,,
7318,상추,딸기/,,,,,,,,,,,,,,,,,
7319,유정란/친환경,상추,,,,,,,,,,,,,,,,,
7320,명태참어묵,,,,,,,,,,,,,,,,,,
7321,상추,,,,,,,,,,,,,,,,,,
7322,깻잎,,,,,,,,,,,,,,,,,,
7323,부추,,,,,,,,,,,,,,,,,,
7324,찌개용두부,,,,,,,,,,,,,,,,,,
7325,떡국떡,애호박,,,,,,,,,,,,,,,,,
7326,유정란/친환경,가지,,,,,,,,,,,,,,,,,
7327,두부,애호박,양배추,,,,,,,,,,,,,,,,
7328,떡국떡,브로컬리,당근,,,,,,,,,,,,,,,,
7329,브로컬리,찌개용두부,,,,,,,,,,,,,,,,,
7330,두부,유정란/친환경,방울토마토/대추형,브로컬리,가지,,,,,,,,,,,,,,
7331,애호박,,,,,,,,,,,,,,,,,,
7332,유정란/친환경,,,,,,,,,,,,,,,,,,
7333,브로컬리,복숭아,,,,,,,,,,,,,,,,,
7334,무,당근,깻잎,,,,,,,,,,,,,,,,
7335,방울토마토/대추형,찌개용두부,,,,,,,,,,,,,,,,,
7336,오이,유기농우유,쌈채소모음,찌개용두부,복숭아,,,,,,,,,,,,,,
7337,유정란/친환경,오이,깻잎,,,,,,,,,,,,,,,,
7338,방울토마토/대추형,어린잎채소,,,,,,,,,,,,,,,,,
7339,두부,브로컬리,쌈채소모음,,,,,,,,,,,,,,,,
7340,완숙토마토,복숭아,,,,,,,,,,,,,,,,,
7341,유정란/친환경,,,,,,,,,,,,,,,,,,
7342,애호박,유기농우유,,,,,,,,,,,,,,,,,
7343,유정란/친환경,방울토마토/대추형,오분도미/유,애호박,유기농우유,중파,찌개용두부,검은콩두유,,,,,,,,,,,
7344,쌈채소모음,가지,,,,,,,,,,,,,,,,,
7345,오이,어린잎채소,완숙토마토,가지,,,,,,,,,,,,,,,
7346,검은콩두유,,,,,,,,,,,,,,,,,,
7347,유정란/친환경,양파,중파,,,,,,,,,,,,,,,,
7348,명태참어묵,,,,,,,,,,,,,,,,,,
7349,양파,동물복지유정란,오분도미/유,중파,,,,,,,,,,,,,,,
7350,두부,명태참어묵,검은콩두유,,,,,,,,,,,,,,,,
7351,유정란/친환경,당근,얼음식혜,,,,,,,,,,,,,,,,
7352,상추,,,,,,,,,,,,,,,,,,
7353,두부,,,,,,,,,,,,,,,,,,
7354,유정란/친환경,상추,,,,,,,,,,,,,,,,,
7355,검은콩두유,,,,,,,,,,,,,,,,,,
7356,중파,찌개용두부,,,,,,,,,,,,,,,,,
7357,유정란/친환경,당근,,,,,,,,,,,,,,,,,
7358,상추,,,,,,,,,,,,,,,,,,
7359,두부,찌개용두부,,,,,,,,,,,,,,,,,
7360,두부,,,,,,,,,,,,,,,,,,
7361,두부,,,,,,,,,,,,,,,,,,
7362,유정란/친환경,,,,,,,,,,,,,,,,,,
7363,사과/,,,,,,,,,,,,,,,,,,
7364,두부,,,,,,,,,,,,,,,,,,
7365,두부,,,,,,,,,,,,,,,,,,
7366,두부,,,,,,,,,,,,,,,,,,
7367,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
7368,두부,유정란/친환경,,,,,,,,,,,,,,,,,
7369,찹쌀백미/유,,,,,,,,,,,,,,,,,,
7370,두부,,,,,,,,,,,,,,,,,,
7371,두부,,,,,,,,,,,,,,,,,,
7372,두부,,,,,,,,,,,,,,,,,,
7373,두부,,,,,,,,,,,,,,,,,,
7374,두부,콩나물,,,,,,,,,,,,,,,,,
7375,두부,,,,,,,,,,,,,,,,,,
