,0,1,2,3,4,5,6,7,8,9,10,11,12,13
9583,찌개용두부,,,,,,,,,,,,,
9584,동물복지유정란,,,,,,,,,,,,,
9585,유정란/친환경,상추,찌개용두부,,,,,,,,,,,
9586,유정란/친환경,찌개용두부,,,,,,,,,,,,
9587,두부,,,,,,,,,,,,,
9588,두부,,,,,,,,,,,,,
9589,유정란/친환경,,,,,,,,,,,,,
9590,유정란/친환경,,,,,,,,,,,,,
9591,찌개용두부,,,,,,,,,,,,,
9592,두부,찌개용두부,,,,,,,,,,,,
9593,찌개용두부,양배추,,,,,,,,,,,,
9594,양배추,,,,,,,,,,,,,
9595,두부,,,,,,,,,,,,,
9596,동물복지유정란,콩나물,,,,,,,,,,,,
9597,찌개용두부,,,,,,,,,,,,,
9598,찌개용두부,,,,,,,,,,,,,
9599,두부,유정란/친환경,,,,,,,,,,,,
9600,두부,동물복지유정란,,,,,,,,,,,,
9601,두부,찌개용두부,,,,,,,,,,,,
9602,두부,,,,,,,,,,,,,
9603,두부,,,,,,,,,,,,,
9604,상추,,,,,,,,,,,,,
9605,상추,,,,,,,,,,,,,
9606,동물복지유정란,,,,,,,,,,,,,
9607,두부,,,,,,,,,,,,,
9608,유정란/친환경,,,,,,,,,,,,,
9609,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,,
9610,깻잎,,,,,,,,,,,,,
9611,두부,유정란/친환경,콩나물,,,,,,,,,,,
9612,유정란/친환경,찌개용두부,,,,,,,,,,,,
9613,유정란/친환경,대파,찌개용두부,,,,,,,,,,,
9614,유정란/친환경,찌개용두부,,,,,,,,,,,,
9615,두부,동물복지유정란,콩나물,월동무,찌개용두부,,,,,,,,,
9616,유정란/친환경,콩나물,상추,참기름,,,,,,,,,,
9617,유정란/친환경,상추,,,,,,,,,,,,
9618,유정란/친환경,월동무,깻잎,,,,,,,,,,,
9619,콩나물,찌개용두부,깻잎,,,,,,,,,,,
9620,유정란/친환경,콩나물,상추,월동무,,,,,,,,,,
9621,유정란/친환경,콩나물,,,,,,,,,,,,
9622,두부,유정란/친환경,찌개용두부,,,,,,,,,,,
9623,유정란/친환경,,,,,,,,,,,,,
9624,두부,유정란/친환경,찌개용두부,,,,,,,,,,,
9625,두부,,,,,,,,,,,,,
9626,유정란/친환경,오이,중파,찌개용두부,,,,,,,,,,
9627,찌개용두부,,,,,,,,,,,,,
9628,콩나물,찌개용두부,,,,,,,,,,,,
9629,유정란/친환경,찌개용두부,,,,,,,,,,,,
9630,찌개용두부,,,,,,,,,,,,,
9631,두부,유정란/친환경,,,,,,,,,,,,
9632,중파,찌개용두부,,,,,,,,,,,,
9633,두부,유정란/친환경,중파,,,,,,,,,,,
9634,유정란/친환경,,,,,,,,,,,,,
9635,오이,콩나물,방울토마토/대추형,찌개용두부,깻잎,,,,,,,,,
9636,오이,,,,,,,,,,,,,
9637,참기름,,,,,,,,,,,,,
9638,유정란/친환경,찌개용두부,사과,,,,,,,,,,,
9639,두부,방울토마토/대추형,찌개용두부,,,,,,,,,,,
9640,오이,완숙토마토,당면,,,,,,,,,,,
9641,오이,중파,,,,,,,,,,,,
9642,오이,방울토마토/대추형,사과,,,,,,,,,,,
9643,유정란/친환경,오이,콩나물,중파,깻잎,,,,,,,,,
9644,찌개용두부,,,,,,,,,,,,,
9645,참기름,,,,,,,,,,,,,
9646,유정란/친환경,유정란/친환경,오이,오이,중파,찌개용두부,얼음식혜,얼음식혜,깻잎,양배추,양배추,,,
9647,대파,찌개용두부,얼음식혜,,,,,,,,,,,
9648,오이,찌개용두부,부추,깻잎,,,,,,,,,,
9649,찌개용두부,,,,,,,,,,,,,
9650,유기농우유,,,,,,,,,,,,,
9651,유정란/친환경,방울토마토/대추형,당면,도토리묵,,,,,,,,,,
9652,떡국떡,,,,,,,,,,,,,
9653,두부,양파,유기농저지방우유,월동무,명태참어묵,,,,,,,,,
9654,깐마늘/난지형/유,월동무,,,,,,,,,,,,
9655,동물복지유정란,,,,,,,,,,,,,
9656,양파,동물복지유정란,사과/,,,,,,,,,,,
9657,유정란/친환경,콩나물,,,,,,,,,,,,
9658,유정란/친환경,유정란/친환경,오이,상추,쌈채소모음,부추,찹쌀백미/유,,,,,,,
9659,양파,양파,콩나물,콩나물,,,,,,,,,,
9660,오이,부추,,,,,,,,,,,,
9661,콩나물,유기농우유,명태참어묵,,,,,,,,,,,
9662,오이,,,,,,,,,,,,,
9663,오이,,,,,,,,,,,,,
9664,유정란/친환경,콩나물,방울토마토/대추형,애호박,완숙토마토,유기농저지방우유,중파,당면,느타리버섯,,,,,
9665,어린잎채소,브로컬리,부추,,,,,,,,,,,
9666,참기름,유기농우유,,,,,,,,,,,,
9667,콩나물,중파,부추,양배추,,,,,,,,,,
9668,방울토마토/대추형,,,,,,,,,,,,,
9669,콩나물,애호박,닭가슴살,,,,,,,,,,,
9670,유기농우유,감자라면,,,,,,,,,,,,
9671,콩국물,양파,콩나물,,,,,,,,,,,
9672,유정란/친환경,오이,대파,부추,당면,,,,,,,,,
9673,콩국물,두부,찌개용두부,,,,,,,,,,,
9674,깐마늘/난지형/유,가지,,,,,,,,,,,,
9675,떡국떡,,,,,,,,,,,,,
9676,유정란/친환경,방울토마토/대추형,유기농저지방우유,,,,,,,,,,,
9677,콩나물,상추,어린잎채소,무,브로컬리,쌈채소모음,,,,,,,,
9678,방울토마토/대추형,무,쌈채소모음,,,,,,,,,,,
9679,애호박,중파,,,,,,,,,,,,
9680,콩나물,명태참어묵,가지,,,,,,,,,,,
9681,유정란/친환경,오이,닭가슴살,,,,,,,,,,,
9682,어린잎채소,무,유기농우유,깻잎,,,,,,,,,,
9683,오이,사과,,,,,,,,,,,,
9684,오이,콩나물,애호박,당근,얼갈이,중파,,,,,,,,
9685,유정란/친환경,얼음식혜,,,,,,,,,,,,
9686,양파,명태참어묵,,,,,,,,,,,,
9687,브로컬리,쌈채소모음,당면,,,,,,,,,,,
9688,유정란/친환경,,,,,,,,,,,,,
9689,떡국떡,오분도미/유,찹쌀백미/유,,,,,,,,,,,
9690,유정란/친환경,오분도미/유,찹쌀백미/유,,,,,,,,,,,
9691,떡국떡,오분도미/유,,,,,,,,,,,,
9692,유정란/친환경,백미/유,찌개용두부,찹쌀백미/유,,,,,,,,,,
9693,떡국떡,백미/유,,,,,,,,,,,,
9694,콩나물,깐마늘/난지형/유,,,,,,,,,,,,
9695,오분도미/유,,,,,,,,,,,,,
9696,찌개용두부,,,,,,,,,,,,,
9697,유정란/친환경,,,,,,,,,,,,,
9698,오분도미/유,,,,,,,,,,,,,
9699,찌개용두부,,,,,,,,,,,,,
9700,유정란/친환경,참기름,찌개용두부,찹쌀백미/유,,,,,,,,,,
9701,두부,,,,,,,,,,,,,
9702,두부,,,,,,,,,,,,,
9703,두부,유정란/친환경,,,,,,,,,,,,
9704,찌개용두부,,,,,,,,,,,,,
9705,떡국떡,유정란/친환경,,,,,,,,,,,,
9706,유정란/친환경,,,,,,,,,,,,,
9707,찹쌀백미/유,,,,,,,,,,,,,
9708,찌개용두부,,,,,,,,,,,,,
9709,유정란/친환경,콩나물,,,,,,,,,,,,
9710,애호박,찌개용두부,,,,,,,,,,,,
9711,오이,찹쌀백미/유,,,,,,,,,,,,
9712,콩국물,,,,,,,,,,,,,
9713,콩나물,,,,,,,,,,,,,
9714,콩국물,오분도미/유,,,,,,,,,,,,
9715,양파,찌개용두부,,,,,,,,,,,,
9716,유정란/친환경,당근,,,,,,,,,,,,
9717,유정란/친환경,찌개용두부,,,,,,,,,,,,
9718,떡국떡,두부,유정란/친환경,깐마늘/난지형/유,,,,,,,,,,
9719,오분도미/유,,,,,,,,,,,,,
9720,중파,,,,,,,,,,,,,
9721,느타리버섯,,,,,,,,,,,,,
9722,시금치,대파,,,,,,,,,,,,
9723,두부,,,,,,,,,,,,,
9724,두부,느타리버섯,,,,,,,,,,,,
9725,오이,콩나물,,,,,,,,,,,,
9726,깐마늘/난지형/유,중파,느타리버섯,,,,,,,,,,,
9727,콩국물,유정란/친환경,양파,,,,,,,,,,,
9728,유정란/친환경,,,,,,,,,,,,,
9729,떡국떡,얼갈이,중파,,,,,,,,,,,
9730,애호박,중파,,,,,,,,,,,,
9731,유정란/친환경,오이,,,,,,,,,,,,
9732,두부,유정란/친환경,당근,,,,,,,,,,,
9733,유정란/친환경,오이,시금치,유기농우유,사과,,,,,,,,,
9734,떡국떡,두부,,,,,,,,,,,,
9735,두부,닭가슴살,,,,,,,,,,,,
9736,플레인요구르트,유기농저지방우유,,,,,,,,,,,,
9737,두부,,,,,,,,,,,,,
9738,유정란/친환경,,,,,,,,,,,,,
9739,두부,유정란/친환경,플레인요구르트,,,,,,,,,,,
9740,유정란/친환경,,,,,,,,,,,,,
9741,유정란/친환경,플레인요구르트,,,,,,,,,,,,
9742,유기농저지방우유,,,,,,,,,,,,,
9743,유정란/친환경,,,,,,,,,,,,,
9744,유정란/친환경,브로컬리,,,,,,,,,,,,
9745,유정란/친환경,찹쌀백미/유,,,,,,,,,,,,
9746,월동무,대파,,,,,,,,,,,,
9747,동물복지유정란,,,,,,,,,,,,,
9748,유기농저지방우유,,,,,,,,,,,,,
9749,양배추,,,,,,,,,,,,,
9750,콩나물,백미/유,브로컬리,,,,,,,,,,,
9751,유정란/친환경,브로컬리,,,,,,,,,,,,
9752,유기농저지방우유,,,,,,,,,,,,,
9753,찹쌀백미/유,,,,,,,,,,,,,
9754,유기농저지방우유,,,,,,,,,,,,,
9755,두부,유정란/친환경,오이,유기농저지방우유,부추,,,,,,,,,
9756,유기농저지방우유,,,,,,,,,,,,,
9757,유기농저지방우유,,,,,,,,,,,,,
9758,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
9759,쌈채소모음,,,,,,,,,,,,,
9760,유정란/친환경,양파,오이,부추,,,,,,,,,,
9761,중파,당면,,,,,,,,,,,,
9762,얼갈이,,,,,,,,,,,,,
9763,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
9764,오이,중파,찹쌀백미/유,,,,,,,,,,,
9765,유정란/친환경,브로컬리,양송이버섯,,,,,,,,,,,
9766,유정란/친환경,,,,,,,,,,,,,
9767,두부,유기농저지방우유,,,,,,,,,,,,
9768,두부,유기농저지방우유,,,,,,,,,,,,
9769,방울토마토/대추형,,,,,,,,,,,,,
9770,유정란/친환경,,,,,,,,,,,,,
9771,두부,,,,,,,,,,,,,
9772,동물복지유정란,,,,,,,,,,,,,
9773,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
9774,완숙토마토,,,,,,,,,,,,,
9775,유정란/친환경,,,,,,,,,,,,,
9776,유기농저지방우유,당근,유기농우유,양배추,,,,,,,,,,
9777,유정란/친환경,유기농저지방우유,찌개용두부,찹쌀백미/유,,,,,,,,,,
9778,유정란/친환경,유기농저지방우유,닭가슴살,,,,,,,,,,,
9779,두부,,,,,,,,,,,,,
9780,동물복지유정란,닭가슴살,,,,,,,,,,,,
9781,양배추,닭가슴살,,,,,,,,,,,,
9782,양배추,,,,,,,,,,,,,
9783,두부,어린잎채소,백미/유,유기농우유,,,,,,,,,,
9784,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
9785,유정란/친환경,,,,,,,,,,,,,
9786,유정란/친환경,,,,,,,,,,,,,
9787,유기농저지방우유,,,,,,,,,,,,,
9788,닭가슴살,,,,,,,,,,,,,
9789,오이,백미/유,,,,,,,,,,,,
9790,유정란/친환경,,,,,,,,,,,,,
9791,두부,유정란/친환경,유기농저지방우유,,,,,,,,,,,
9792,누룽지,,,,,,,,,,,,,
9793,당근,,,,,,,,,,,,,
9794,유정란/친환경,,,,,,,,,,,,,
9795,유정란/친환경,,,,,,,,,,,,,
9796,유정란/친환경,,,,,,,,,,,,,
9797,월동무,,,,,,,,,,,,,
9798,두부,유정란/친환경,어린잎채소,,,,,,,,,,,
9799,콩나물,,,,,,,,,,,,,
9800,유정란/친환경,,,,,,,,,,,,,
9801,유정란/친환경,,,,,,,,,,,,,
9802,두부,,,,,,,,,,,,,
9803,감자라면,,,,,,,,,,,,,
9804,두부,유정란/친환경,,,,,,,,,,,,
9805,유정란/친환경,어린잎채소,,,,,,,,,,,,
9806,도토리묵,,,,,,,,,,,,,
9807,두부,,,,,,,,,,,,,
9808,두부,오이,당근,부추,도토리묵,,,,,,,,,
9809,브로컬리,,,,,,,,,,,,,
9810,두부,오이,,,,,,,,,,,,
9811,두부,,,,,,,,,,,,,
9812,가지,,,,,,,,,,,,,
9813,방울토마토/대추형,완숙토마토,브로컬리,도토리묵,,,,,,,,,,
9814,두부,,,,,,,,,,,,,
9815,완숙토마토,,,,,,,,,,,,,
9816,두부,가지,,,,,,,,,,,,
9817,도토리묵,,,,,,,,,,,,,
9818,완숙토마토,중파,,,,,,,,,,,,
9819,두부,중파,,,,,,,,,,,,
9820,애호박,도토리묵,,,,,,,,,,,,
9821,애호박,팽이버섯,도토리묵,,,,,,,,,,,
9822,두부,오이,어린잎채소,중파,가지,도토리묵,양배추,,,,,,,
9823,두부,애호박,양송이버섯,,,,,,,,,,,
9824,두부,유정란/친환경,당면,,,,,,,,,,,
9825,오이,,,,,,,,,,,,,
9826,완숙토마토,,,,,,,,,,,,,
9827,두부,어린잎채소,,,,,,,,,,,,
9828,완숙토마토,,,,,,,,,,,,,
9829,유정란/친환경,중파,깻잎,,,,,,,,,,,
9830,어린잎채소,,,,,,,,,,,,,
9831,유정란/친환경,,,,,,,,,,,,,
9832,유정란/친환경,,,,,,,,,,,,,
9833,당근,양배추,,,,,,,,,,,,
9834,중파,,,,,,,,,,,,,
9835,유정란/친환경,애호박,찌개용두부,,,,,,,,,,,
9836,유정란/친환경,완숙토마토,쌈채소모음,,,,,,,,,,,
9837,쌈채소모음,감자라면,,,,,,,,,,,,
9838,유정란/친환경,감자라면,,,,,,,,,,,,
9839,두부,,,,,,,,,,,,,
9840,유정란/친환경,,,,,,,,,,,,,
9841,두부,완숙토마토,,,,,,,,,,,,
9842,두부,동물복지유정란,깻잎,,,,,,,,,,,
9843,두부,,,,,,,,,,,,,
9844,쌈채소모음,,,,,,,,,,,,,
9845,중파,감자라면,,,,,,,,,,,,
9846,콩국물,,,,,,,,,,,,,
9847,유기농우유,,,,,,,,,,,,,
9848,콩국물,,,,,,,,,,,,,
9849,콩국물,두부,,,,,,,,,,,,
9850,가지,,,,,,,,,,,,,
9851,두부,콩나물,오분도미/유,찹쌀백미/유,,,,,,,,,,
9852,찹쌀백미/유,,,,,,,,,,,,,
9853,오분도미/유,월동무,찹쌀백미/유,,,,,,,,,,,
9854,월동무,,,,,,,,,,,,,
9855,백미/유,,,,,,,,,,,,,
9856,오분도미/유,,,,,,,,,,,,,
9857,두부,콩나물,중파,,,,,,,,,,,
9858,방울토마토/대추형,,,,,,,,,,,,,
9859,두부,콩나물,방울토마토/대추형,당근,,,,,,,,,,
9860,콩나물,,,,,,,,,,,,,
9861,동물복지유정란,대파,얼음식혜,,,,,,,,,,,
9862,동물복지유정란,,,,,,,,,,,,,
9863,동물복지유정란,,,,,,,,,,,,,
9864,양파,,,,,,,,,,,,,
9865,연두부,,,,,,,,,,,,,
9866,플레인요구르트,누룽지,,,,,,,,,,,,
9867,플레인요구르트,,,,,,,,,,,,,
9868,콩나물,플레인요구르트,,,,,,,,,,,,
9869,두부,얼음식혜,,,,,,,,,,,,
9870,어린잎채소,플레인요구르트,누룽지,,,,,,,,,,,
9871,찌개용두부,,,,,,,,,,,,,
9872,유정란/친환경,쌈채소모음,,,,,,,,,,,,
9873,콩나물,백미/유,,,,,,,,,,,,
9874,찌개용두부,,,,,,,,,,,,,
9875,떡국떡,시금치,,,,,,,,,,,,
9876,유정란/친환경,,,,,,,,,,,,,
9877,누룽지,,,,,,,,,,,,,
9878,누룽지,,,,,,,,,,,,,
9879,누룽지,,,,,,,,,,,,,
9880,참기름,,,,,,,,,,,,,
9881,콩나물,,,,,,,,,,,,,
9882,동물복지유정란,찹쌀백미/유,,,,,,,,,,,,
9883,사과/,대파,,,,,,,,,,,,
9884,대파,,,,,,,,,,,,,
9885,양파,사과/,깐마늘/난지형/유,당면,,,,,,,,,,
9886,두부,양파,찌개용두부,,,,,,,,,,,
9887,두부,,,,,,,,,,,,,
9888,두부,사과/,대파,,,,,,,,,,,
9889,월동무,,,,,,,,,,,,,
9890,양파,월동무,,,,,,,,,,,,
9891,당근,,,,,,,,,,,,,
9892,사과/,,,,,,,,,,,,,
9893,두부,유정란/친환경,양파,당근,부추,,,,,,,,,
9894,두부,양파,콩나물,팽이버섯,,,,,,,,,,
9895,두부,오이,,,,,,,,,,,,
9896,사과/,당근,,,,,,,,,,,,
9897,양파,,,,,,,,,,,,,
9898,당근,당근,중파,부추,,,,,,,,,,
9899,양파,당근,부추,,,,,,,,,,,
9900,중파,,,,,,,,,,,,,
9901,두부,브로컬리,,,,,,,,,,,,
9902,두부,양파,,,,,,,,,,,,
9903,콩나물,방울토마토/대추형,사과/,당근,중파,,,,,,,,,
9904,유정란/친환경,브로컬리,찌개용두부,,,,,,,,,,,
9905,두부,유정란/친환경,,,,,,,,,,,,
9906,양파,양파,,,,,,,,,,,,
9907,양파,콩나물,방울토마토/대추형,무,,,,,,,,,,
9908,구운도시락김,,,,,,,,,,,,,
9909,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
9910,양파,콩나물,찌개용두부,,,,,,,,,,,
9911,콩나물,당근,중파,가지,,,,,,,,,,
9912,유정란/친환경,콩나물,백미/유,가지,,,,,,,,,,
9913,두부,유정란/친환경,중파,,,,,,,,,,,
9914,두부,콩나물,어린잎채소,부추,,,,,,,,,,
9915,오이,완숙토마토,양배추,,,,,,,,,,,
9916,중파,,,,,,,,,,,,,
9917,유정란/친환경,콩나물,,,,,,,,,,,,
9918,두부,유정란/친환경,당근,중파,,,,,,,,,,
9919,닭가슴살,,,,,,,,,,,,,
9920,두부,콩나물,월동무,,,,,,,,,,,
9921,떡국떡,시금치,대파,,,,,,,,,,,
9922,시금치,,,,,,,,,,,,,
9923,동물복지유정란,시금치,,,,,,,,,,,,
9924,두부,시금치,양배추,,,,,,,,,,,
9925,두부,유정란/친환경,시금치,양배추,,,,,,,,,,
9926,두부,유정란/친환경,브로컬리,대파,,,,,,,,,,
9927,유정란/친환경,사과/,,,,,,,,,,,,
9928,유정란/친환경,참기름,대파,양배추,,,,,,,,,,
9929,오이,,,,,,,,,,,,,
9930,양파,,,,,,,,,,,,,
9931,유정란/친환경,애호박,가지,,,,,,,,,,,
9932,유정란/친환경,양배추,,,,,,,,,,,,
9933,두부,콩나물,중파,,,,,,,,,,,
9934,유정란/친환경,,,,,,,,,,,,,
9935,유정란/친환경,,,,,,,,,,,,,
9936,완숙토마토,,,,,,,,,,,,,
9937,두부,,,,,,,,,,,,,
9938,애호박,참기름,,,,,,,,,,,,
9939,두부,콩나물,시금치,,,,,,,,,,,
9940,유정란/친환경,양배추,,,,,,,,,,,,
9941,완숙토마토,,,,,,,,,,,,,
9942,완숙토마토,,,,,,,,,,,,,
9943,양배추,,,,,,,,,,,,,
9944,두부,유정란/친환경,당근,,,,,,,,,,,
9945,완숙토마토,누룽지,,,,,,,,,,,,
9946,사과,,,,,,,,,,,,,
9947,닭가슴살,,,,,,,,,,,,,
9948,사과,,,,,,,,,,,,,
9949,유정란/친환경,,,,,,,,,,,,,
9950,유정란/친환경,애호박,당근,,,,,,,,,,,
9951,애호박,,,,,,,,,,,,,
9952,오이,가지,,,,,,,,,,,,
9953,방울토마토/대추형,시금치,중파,,,,,,,,,,,
9954,콩나물,,,,,,,,,,,,,
9955,백미/유,,,,,,,,,,,,,
9956,유정란/친환경,,,,,,,,,,,,,
9957,유정란/친환경,,,,,,,,,,,,,
9958,백미/유,,,,,,,,,,,,,
9959,두부,유정란/친환경,,,,,,,,,,,,
9960,유정란/친환경,,,,,,,,,,,,,
9961,유정란/친환경,,,,,,,,,,,,,
9962,유정란/친환경,,,,,,,,,,,,,
9963,백미/유,,,,,,,,,,,,,
9964,유기농우유,,,,,,,,,,,,,
9965,백미/유,,,,,,,,,,,,,
9966,유정란/친환경,유기농우유,,,,,,,,,,,,
9967,백미/유,,,,,,,,,,,,,
9968,두부,,,,,,,,,,,,,
9969,두부,,,,,,,,,,,,,
9970,동물복지유정란,,,,,,,,,,,,,
9971,백미/유,,,,,,,,,,,,,
9972,유정란/친환경,,,,,,,,,,,,,
9973,백미/유,,,,,,,,,,,,,
9974,유정란/친환경,,,,,,,,,,,,,
9975,두부,,,,,,,,,,,,,
9976,유정란/친환경,,,,,,,,,,,,,
9977,유정란/친환경,백미/유,,,,,,,,,,,,
9978,유정란/친환경,,,,,,,,,,,,,
9979,백미/유,,,,,,,,,,,,,
9980,유정란/친환경,,,,,,,,,,,,,
9981,두부,,,,,,,,,,,,,
9982,유정란/친환경,,,,,,,,,,,,,
9983,두부,유정란/친환경,콩나물,,,,,,,,,,,
9984,백미/유,찌개용두부,당면,,,,,,,,,,,
9985,유정란/친환경,도토리묵,,,,,,,,,,,,
9986,명태참어묵,찌개용두부,,,,,,,,,,,,
9987,양파,,,,,,,,,,,,,
9988,두부,대파,,,,,,,,,,,,
9989,두부,당근,월동무,,,,,,,,,,,
9990,중파,,,,,,,,,,,,,
9991,유정란/친환경,깐마늘/난지형/유,,,,,,,,,,,,
9992,시금치,당근,,,,,,,,,,,,
9993,두부,오이,상추,중파,부추,,,,,,,,,
9994,당근,깻잎,,,,,,,,,,,,
9995,두부,양파,,,,,,,,,,,,
9996,두부,완숙토마토,깻잎,,,,,,,,,,,
9997,콩나물,방울토마토/대추형,부추,,,,,,,,,,,
9998,방울토마토/대추형,부추,,,,,,,,,,,,
9999,중파,,,,,,,,,,,,,
10000,플레인요구르트,,,,,,,,,,,,,
10001,플레인요구르트,,,,,,,,,,,,,
10002,당면,,,,,,,,,,,,,
10003,찹쌀백미/유,,,,,,,,,,,,,
10004,유정란/친환경,,,,,,,,,,,,,
10005,유정란/친환경,,,,,,,,,,,,,
10006,두부,,,,,,,,,,,,,
10007,유정란/친환경,,,,,,,,,,,,,
10008,두부,,,,,,,,,,,,,
10009,두부,,,,,,,,,,,,,
10010,동물복지유정란,,,,,,,,,,,,,
10011,유정란/친환경,어린잎채소,,,,,,,,,,,,
10012,두부,,,,,,,,,,,,,
10013,두부,,,,,,,,,,,,,
10014,유정란/친환경,,,,,,,,,,,,,
10015,두부,,,,,,,,,,,,,
10016,유기농우유,,,,,,,,,,,,,
10017,두부,,,,,,,,,,,,,
10018,두부,브로컬리,,,,,,,,,,,,
10019,유정란/친환경,,,,,,,,,,,,,
10020,두부,,,,,,,,,,,,,
10021,두부,,,,,,,,,,,,,
10022,두부,,,,,,,,,,,,,
10023,두부,오이,,,,,,,,,,,,
10024,두부,,,,,,,,,,,,,
10025,두부,중파,,,,,,,,,,,,
10026,두부,유정란/친환경,,,,,,,,,,,,
10027,중파,,,,,,,,,,,,,
10028,두부,,,,,,,,,,,,,
10029,유정란/친환경,,,,,,,,,,,,,
10030,두부,,,,,,,,,,,,,
10031,두부,,,,,,,,,,,,,
10032,애호박,,,,,,,,,,,,,
10033,애호박,중파,,,,,,,,,,,,
10034,누룽지,,,,,,,,,,,,,
10035,오이,,,,,,,,,,,,,
10036,오이,,,,,,,,,,,,,
10037,동물복지유정란,,,,,,,,,,,,,
10038,양배추,,,,,,,,,,,,,
10039,두부,유정란/친환경,,,,,,,,,,,,
10040,오이,,,,,,,,,,,,,
10041,두부,,,,,,,,,,,,,
10042,두부,양송이버섯,,,,,,,,,,,,
10043,유기농저지방우유,,,,,,,,,,,,,
10044,유기농우유,,,,,,,,,,,,,
10045,두부,,,,,,,,,,,,,
10046,두부,유기농저지방우유,,,,,,,,,,,,
10047,닭가슴살,,,,,,,,,,,,,
10048,브로컬리,,,,,,,,,,,,,
10049,대파,,,,,,,,,,,,,
10050,두부,월동무,도토리묵,,,,,,,,,,,
10051,두부,양파,,,,,,,,,,,,
10052,양파,월동무,,,,,,,,,,,,
10053,두부,양파,당근,찌개용두부,,,,,,,,,,
10054,두부,양파,찌개용두부,양배추,,,,,,,,,,
10055,두부,양파,,,,,,,,,,,,
10056,두부,,,,,,,,,,,,,
10057,양배추,,,,,,,,,,,,,
10058,양파,당근,중파,,,,,,,,,,,
10059,양배추,,,,,,,,,,,,,
10060,양파,찌개용두부,,,,,,,,,,,,
10061,브로컬리,중파,깻잎,양배추,,,,,,,,,,
10062,중파,깻잎,,,,,,,,,,,,
10063,양배추,,,,,,,,,,,,,
10064,유정란/친환경,브로컬리,중파,,,,,,,,,,,
10065,찌개용두부,,,,,,,,,,,,,
10066,당근,중파,도토리묵,,,,,,,,,,,
10067,유정란/친환경,찌개용두부,양배추,,,,,,,,,,,
10068,양파,중파,양배추,,,,,,,,,,,
10069,양배추,,,,,,,,,,,,,
10070,중파,도토리묵,양배추,,,,,,,,,,,
10071,부추,,,,,,,,,,,,,
10072,두부,찌개용두부,,,,,,,,,,,,
10073,깻잎,,,,,,,,,,,,,
10074,유정란/친환경,대파,찌개용두부,도토리묵,,,,,,,,,,
10075,양배추,,,,,,,,,,,,,
10076,유기농우유,,,,,,,,,,,,,
10077,두부,양파,동물복지유정란,참기름,중파,,,,,,,,,
10078,두부,중파,,,,,,,,,,,,
10079,유정란/친환경,가지,부추,,,,,,,,,,,
10080,두부,,,,,,,,,,,,,
10081,오이,찌개용두부,,,,,,,,,,,,
10082,유정란/친환경,오분도미/유,찌개용두부,닭가슴살,,,,,,,,,,
10083,연두부,중파,찌개용두부,,,,,,,,,,,
10084,연두부,,,,,,,,,,,,,
10085,콩나물,오분도미/유,찌개용두부,,,,,,,,,,,
10086,두부,두부,,,,,,,,,,,,
10087,오이,,,,,,,,,,,,,
10088,유정란/친환경,대파,팽이버섯,찌개용두부,,,,,,,,,,
10089,콩나물,플레인요구르트,,,,,,,,,,,,
10090,콩나물,브로컬리,당면,,,,,,,,,,,
10091,플레인요구르트,,,,,,,,,,,,,
10092,오분도미/유,플레인요구르트,당면,,,,,,,,,,,
10093,플레인요구르트,브로컬리,,,,,,,,,,,,
10094,플레인요구르트,브로컬리,,,,,,,,,,,,
10095,플레인요구르트,얼갈이,양배추,,,,,,,,,,,
10096,콩나물,플레인요구르트,,,,,,,,,,,,
10097,콩나물,대파,,,,,,,,,,,,
10098,백미/유,,,,,,,,,,,,,
10099,콩나물,오분도미/유,대파,팽이버섯,느타리버섯,,,,,,,,,
10100,콩나물,플레인요구르트,,,,,,,,,,,,
10101,콩나물,,,,,,,,,,,,,
10102,유정란/친환경,,,,,,,,,,,,,
10103,두부,오이,콩나물,양배추,,,,,,,,,,
10104,찌개용두부,,,,,,,,,,,,,
10105,콩나물,찌개용두부,,,,,,,,,,,,
10106,두부,양파,오이,오이,시금치,백미/유,플레인요구르트,당근,팽이버섯,,,,,
10107,두부,콩나물,플레인요구르트,브로컬리,명태참어묵,찌개용두부,,,,,,,,
10108,유정란/친환경,플레인요구르트,,,,,,,,,,,,
10109,콩국물,찌개용두부,,,,,,,,,,,,
10110,콩국물,오이,콩나물,플레인요구르트,팽이버섯,느타리버섯,,,,,,,,
10111,오분도미/유,플레인요구르트,브로컬리,얼음식혜,,,,,,,,,,
10112,콩나물,플레인요구르트,팽이버섯,,,,,,,,,,,
10113,플레인요구르트,브로컬리,찌개용두부,,,,,,,,,,,
10114,콩나물,브로컬리,양배추,,,,,,,,,,,
10115,깻잎,,,,,,,,,,,,,
10116,찌개용두부,얼음식혜,,,,,,,,,,,,
10117,콩나물,백미/유,플레인요구르트,,,,,,,,,,,
10118,콩국물,플레인요구르트,브로컬리,가지,,,,,,,,,,
10119,콩나물,,,,,,,,,,,,,
10120,콩국물,두부,콩나물,,,,,,,,,,,
10121,플레인요구르트,,,,,,,,,,,,,
