,0,1,2,3,4,5,6,7,8,9,10,11,12,13
5830,무,,,,,,,,,,,,,
5831,완숙토마토,,,,,,,,,,,,,
5832,오이,가지,,,,,,,,,,,,
5833,깻잎,,,,,,,,,,,,,
5834,명태참어묵,,,,,,,,,,,,,
5835,부추,양배추,,,,,,,,,,,,
5836,명태참어묵,,,,,,,,,,,,,
5837,콩나물,,,,,,,,,,,,,
5838,쌈채소모음,,,,,,,,,,,,,
5839,오이,,,,,,,,,,,,,
5840,양파,중파,,,,,,,,,,,,
5841,오이,상추,가지,부추,,,,,,,,,,
5842,콩나물,완숙토마토,,,,,,,,,,,,
5843,당근,가지,,,,,,,,,,,,
5844,사과,,,,,,,,,,,,,
5845,방울토마토/대추형,쌈채소모음,얼음식혜,,,,,,,,,,,
5846,중파,,,,,,,,,,,,,
5847,콩나물,쌈채소모음,가지,,,,,,,,,,,
5848,유정란/친환경,상추,애호박,명태참어묵,,,,,,,,,,
5849,두부,부추,,,,,,,,,,,,
5850,명태참어묵,얼갈이,,,,,,,,,,,,
5851,양송이버섯,,,,,,,,,,,,,
5852,상추,연두부,무,중파,양송이버섯,,,,,,,,,
5853,양파,,,,,,,,,,,,,
5854,두부,,,,,,,,,,,,,
5855,백미/유,,,,,,,,,,,,,
5856,중파,깻잎,,,,,,,,,,,,
5857,가지,,,,,,,,,,,,,
5858,오이,,,,,,,,,,,,,
5859,동물복지유정란,쌈채소모음,,,,,,,,,,,,
5860,두부,가지,,,,,,,,,,,,
5861,유정란/친환경,콩나물,느타리버섯,,,,,,,,,,,
5862,브로컬리,,,,,,,,,,,,,
5863,상추,,,,,,,,,,,,,
5864,대파,,,,,,,,,,,,,
5865,두부,쌈채소모음,사과,,,,,,,,,,,
5866,방울토마토/대추형,,,,,,,,,,,,,
5867,사과,,,,,,,,,,,,,
5868,중파,,,,,,,,,,,,,
5869,두부,무,,,,,,,,,,,,
5870,양배추,,,,,,,,,,,,,
5871,시금치,,,,,,,,,,,,,
5872,시금치,느타리버섯,,,,,,,,,,,,
5873,유정란/친환경,,,,,,,,,,,,,
5874,동물복지유정란,,,,,,,,,,,,,
5875,동물복지유정란,얼갈이,,,,,,,,,,,,
5876,찌개용두부,,,,,,,,,,,,,
5877,시금치,,,,,,,,,,,,,
5878,쌈채소모음,,,,,,,,,,,,,
5879,찌개용두부,,,,,,,,,,,,,
5880,쌈채소모음,,,,,,,,,,,,,
5881,찌개용두부,양송이버섯,,,,,,,,,,,,
5882,닭가슴살,,,,,,,,,,,,,
5883,얼갈이,,,,,,,,,,,,,
5884,콩나물,,,,,,,,,,,,,
5885,콩나물,,,,,,,,,,,,,
5886,시금치,,,,,,,,,,,,,
5887,동물복지유정란,브로컬리,,,,,,,,,,,,
5888,팽이버섯,,,,,,,,,,,,,
5889,찌개용두부,,,,,,,,,,,,,
5890,유정란/친환경,,,,,,,,,,,,,
5891,두부,,,,,,,,,,,,,
5892,양파,,,,,,,,,,,,,
5893,콩나물,,,,,,,,,,,,,
5894,유정란/친환경,,,,,,,,,,,,,
5895,깐마늘/난지형/유,,,,,,,,,,,,,
5896,콩나물,,,,,,,,,,,,,
5897,브로컬리,,,,,,,,,,,,,
5898,찌개용두부,가지,,,,,,,,,,,,
5899,가지,,,,,,,,,,,,,
5900,브로컬리,,,,,,,,,,,,,
5901,두부,팽이버섯,,,,,,,,,,,,
5902,콩나물,,,,,,,,,,,,,
5903,브로컬리,,,,,,,,,,,,,
5904,양배추,,,,,,,,,,,,,
5905,동물복지유정란,콩나물,,,,,,,,,,,,
5906,구운도시락김,,,,,,,,,,,,,
5907,플레인요구르트,,,,,,,,,,,,,
5908,브로컬리,,,,,,,,,,,,,
5909,팽이버섯,,,,,,,,,,,,,
5910,동물복지유정란,,,,,,,,,,,,,
5911,깐마늘/난지형/유,,,,,,,,,,,,,
5912,명태참어묵,,,,,,,,,,,,,
5913,명태참어묵,찌개용두부,,,,,,,,,,,,
5914,사과,,,,,,,,,,,,,
5915,두부,찌개용두부,,,,,,,,,,,,
5916,오이,상추,명태참어묵,사과,,,,,,,,,,
5917,찌개용두부,,,,,,,,,,,,,
5918,중파,,,,,,,,,,,,,
5919,사과,,,,,,,,,,,,,
5920,두부,,,,,,,,,,,,,
5921,두부,,,,,,,,,,,,,
5922,중파,,,,,,,,,,,,,
5923,찌개용두부,,,,,,,,,,,,,
5924,어린잎채소,대파,,,,,,,,,,,,
5925,동물복지유정란,당근,,,,,,,,,,,,
5926,떡국떡,유정란/친환경,유기농우유,,,,,,,,,,,
5927,유정란/친환경,대파,,,,,,,,,,,,
5928,콩나물,사과/,시금치,,,,,,,,,,,
5929,유정란/친환경,,,,,,,,,,,,,
5930,유정란/친환경,,,,,,,,,,,,,
5931,닭가슴살,,,,,,,,,,,,,
5932,유정란/친환경,방울토마토/대추형,찌개용두부,,,,,,,,,,,
5933,유정란/친환경,,,,,,,,,,,,,
5934,유정란/친환경,오이,,,,,,,,,,,,
5935,백미/유,,,,,,,,,,,,,
5936,사과/,중파,,,,,,,,,,,,
5937,유정란/친환경,사과/,어린잎채소,깐마늘/난지형/유,팽이버섯,,,,,,,,,
5938,유기농우유,,,,,,,,,,,,,
5939,방울토마토/대추형,어린잎채소,유기농우유,팽이버섯,찌개용두부,느타리버섯,,,,,,,,
5940,떡국떡,오분도미/유,어린잎채소,당근,중파,찌개용두부,,,,,,,,
5941,플레인요구르트,유기농우유,,,,,,,,,,,,
5942,오이,중파,,,,,,,,,,,,
5943,유정란/친환경,오이,방울토마토/대추형,명태참어묵,깻잎,닭가슴살,닭가슴살,,,,,,,
5944,유정란/친환경,,,,,,,,,,,,,
5945,방울토마토/대추형,,,,,,,,,,,,,
5946,유정란/친환경,양파,유기농우유,찌개용두부,,,,,,,,,,
5947,유정란/친환경,방울토마토/대추형,,,,,,,,,,,,
5948,유정란/친환경,,,,,,,,,,,,,
5949,중파,찌개용두부,,,,,,,,,,,,
5950,백미/유,유기농우유,,,,,,,,,,,,
5951,유기농우유,,,,,,,,,,,,,
5952,콩나물,,,,,,,,,,,,,
5953,두부,닭가슴살,,,,,,,,,,,,
5954,동물복지유정란,브로컬리,중파,,,,,,,,,,,
5955,유기농우유,닭가슴살,,,,,,,,,,,,
5956,백미/유,,,,,,,,,,,,,
5957,오이,,,,,,,,,,,,,
5958,콩나물,닭가슴살,,,,,,,,,,,,
5959,방울토마토/대추형,,,,,,,,,,,,,
5960,플레인요구르트,,,,,,,,,,,,,
5961,플레인요구르트,,,,,,,,,,,,,
5962,유정란/친환경,유정란/친환경,양파,콩나물,참기름,,,,,,,,,
5963,양파,,,,,,,,,,,,,
5964,두부,,,,,,,,,,,,,
5965,두부,,,,,,,,,,,,,
5966,얼음식혜,닭가슴살,,,,,,,,,,,,
5967,두부,유정란/친환경,양파,,,,,,,,,,,
5968,두부,유정란/친환경,,,,,,,,,,,,
5969,구운도시락김,,,,,,,,,,,,,
5970,느타리버섯,,,,,,,,,,,,,
5971,떡국떡,,,,,,,,,,,,,
5972,콩나물,,,,,,,,,,,,,
5973,두부,유정란/친환경,중파,양배추,,,,,,,,,,
5974,깐마늘/난지형/유,,,,,,,,,,,,,
5975,유정란/친환경,,,,,,,,,,,,,
5976,누룽지,,,,,,,,,,,,,
5977,유정란/친환경,콩나물,,,,,,,,,,,,
5978,유정란/친환경,콩나물,,,,,,,,,,,,
5979,유정란/친환경,양파,시금치,브로컬리,,,,,,,,,,
5980,월동무,깻잎,,,,,,,,,,,,
5981,떡국떡,유정란/친환경,사과/,월동무,,,,,,,,,,
5982,동물복지유정란,콩나물,팽이버섯,찌개용두부,느타리버섯,,,,,,,,,
5983,유정란/친환경,동물복지유정란,월동무,대파,,,,,,,,,,
5984,유정란/친환경,콩나물,누룽지,,,,,,,,,,,
5985,사과/,찹쌀백미/유,,,,,,,,,,,,
5986,시금치,,,,,,,,,,,,,
5987,브로컬리,당근,양배추,,,,,,,,,,,
5988,시금치,찌개용두부,부추,부추,양송이버섯,,,,,,,,,
5989,찌개용두부,,,,,,,,,,,,,
5990,시금치,,,,,,,,,,,,,
5991,깻잎,,,,,,,,,,,,,
5992,오이,시금치,,,,,,,,,,,,
5993,월동무,,,,,,,,,,,,,
5994,누룽지,쌈채소모음,,,,,,,,,,,,
5995,방울토마토/대추형,,,,,,,,,,,,,
5996,완숙토마토,,,,,,,,,,,,,
5997,유정란/친환경,당근,,,,,,,,,,,,
5998,콩나물,,,,,,,,,,,,,
5999,양파,상추,,,,,,,,,,,,
6000,찌개용두부,,,,,,,,,,,,,
6001,오이,오이,,,,,,,,,,,,
6002,방울토마토/대추형,,,,,,,,,,,,,
6003,오이,콩나물,,,,,,,,,,,,
6004,유정란/친환경,오이,콩나물,,,,,,,,,,,
6005,얼갈이,사과,,,,,,,,,,,,
6006,방울토마토/대추형,쌈채소모음,,,,,,,,,,,,
6007,당근,,,,,,,,,,,,,
6008,동물복지유정란,,,,,,,,,,,,,
6009,무,중파,,,,,,,,,,,,
6010,유정란/친환경,상추,부추,,,,,,,,,,,
6011,유정란/친환경,닭가슴살,,,,,,,,,,,,
6012,양파,찌개용두부,가지,당면,양배추,,,,,,,,,
6013,동물복지유정란,대파,,,,,,,,,,,,
6014,당근,,,,,,,,,,,,,
6015,유정란/친환경,콩나물,당근,,,,,,,,,,,
6016,콩나물,대파,팽이버섯,,,,,,,,,,,
6017,대파,,,,,,,,,,,,,
6018,월동무,,,,,,,,,,,,,
6019,시금치,,,,,,,,,,,,,
6020,양파,,,,,,,,,,,,,
6021,사과/,,,,,,,,,,,,,
6022,양파,얼갈이,,,,,,,,,,,,
6023,월동무,,,,,,,,,,,,,
6024,중파,,,,,,,,,,,,,
6025,명태참어묵,,,,,,,,,,,,,
6026,시금치,,,,,,,,,,,,,
6027,유정란/친환경,콩나물,얼갈이,중파,가지,양배추,,,,,,,,
6028,당면,,,,,,,,,,,,,
6029,오이,가지,,,,,,,,,,,,
6030,동물복지유정란,콩나물,,,,,,,,,,,,
6031,사과,,,,,,,,,,,,,
6032,동물복지유정란,오이,콩나물,팽이버섯,가지,,,,,,,,,
6033,쌈채소모음,,,,,,,,,,,,,
6034,양파,무,,,,,,,,,,,,
6035,시금치,쌈채소모음,,,,,,,,,,,,
6036,시금치,가지,,,,,,,,,,,,
6037,명태참어묵,,,,,,,,,,,,,
6038,콩나물,,,,,,,,,,,,,
6039,유정란/친환경,콩나물,중파,팽이버섯,,,,,,,,,,
6040,오이,완숙토마토,,,,,,,,,,,,
6041,완숙토마토,,,,,,,,,,,,,
6042,콩나물,,,,,,,,,,,,,
6043,찌개용두부,얼음식혜,가지,느타리버섯,,,,,,,,,,
6044,유정란/친환경,,,,,,,,,,,,,
6045,찌개용두부,,,,,,,,,,,,,
6046,오분도미/유,,,,,,,,,,,,,
6047,동물복지유정란,동물복지유정란,당근,,,,,,,,,,,
6048,동물복지유정란,당근,,,,,,,,,,,,
6049,두부,,,,,,,,,,,,,
6050,동물복지유정란,대파,,,,,,,,,,,,
6051,유정란/친환경,어린잎채소,쌈채소모음,,,,,,,,,,,
6052,두부,동물복지유정란,닭가슴살,,,,,,,,,,,
6053,양파,대파,도토리묵,,,,,,,,,,,
6054,백미/유,,,,,,,,,,,,,
6055,두부,유정란/친환경,콩나물,,,,,,,,,,,
6056,팽이버섯,,,,,,,,,,,,,
6057,유정란/친환경,,,,,,,,,,,,,
6058,닭가슴살,,,,,,,,,,,,,
6059,양파,오분도미/유,,,,,,,,,,,,
6060,어린잎채소,누룽지,누룽지,,,,,,,,,,,
6061,유정란/친환경,오분도미/유,,,,,,,,,,,,
6062,두부,,,,,,,,,,,,,
6063,유정란/친환경,,,,,,,,,,,,,
6064,유정란/친환경,오이,,,,,,,,,,,,
6065,중파,양배추,느타리버섯,,,,,,,,,,,
6066,얼갈이,,,,,,,,,,,,,
6067,유정란/친환경,,,,,,,,,,,,,
6068,오이,,,,,,,,,,,,,
6069,두부,유정란/친환경,완숙토마토,누룽지,감자라면,,,,,,,,,
6070,콩국물,,,,,,,,,,,,,
6071,깻잎,,,,,,,,,,,,,
6072,유정란/친환경,느타리버섯,,,,,,,,,,,,
6073,오이,,,,,,,,,,,,,
6074,양파,도토리묵,,,,,,,,,,,,
6075,유정란/친환경,얼갈이,,,,,,,,,,,,
6076,어린잎채소,백미/유,,,,,,,,,,,,
6077,유정란/친환경,깻잎,양배추,,,,,,,,,,,
6078,양송이버섯,,,,,,,,,,,,,
6079,유정란/친환경,백미/유,,,,,,,,,,,,
6080,플레인요구르트,,,,,,,,,,,,,
6081,참기름,부추,,,,,,,,,,,,
6082,사과,,,,,,,,,,,,,
6083,연두부,참기름,,,,,,,,,,,,
6084,유정란/친환경,시금치,,,,,,,,,,,,
6085,유정란/친환경,,,,,,,,,,,,,
6086,쌈채소모음,,,,,,,,,,,,,
6087,유정란/친환경,닭가슴살,,,,,,,,,,,,
6088,대파,,,,,,,,,,,,,
6089,유정란/친환경,,,,,,,,,,,,,
6090,두부,,,,,,,,,,,,,
6091,월동무,,,,,,,,,,,,,
6092,대파,찹쌀백미/유,,,,,,,,,,,,
6093,두부,대파,,,,,,,,,,,,
6094,유정란/친환경,,,,,,,,,,,,,
6095,콩나물,어린잎채소,,,,,,,,,,,,
6096,콩나물,대파,,,,,,,,,,,,
6097,콩나물,콩나물,,,,,,,,,,,,
6098,어린잎채소,,,,,,,,,,,,,
6099,닭가슴살,,,,,,,,,,,,,
6100,상추,찌개용두부,,,,,,,,,,,,
6101,깐마늘/난지형/유,,,,,,,,,,,,,
6102,콩나물,,,,,,,,,,,,,
6103,두부,,,,,,,,,,,,,
6104,유정란/친환경,,,,,,,,,,,,,
6105,어린잎채소,,,,,,,,,,,,,
6106,콩나물,,,,,,,,,,,,,
6107,깐마늘/난지형/유,,,,,,,,,,,,,
6108,오이,콩나물,,,,,,,,,,,,
6109,무,,,,,,,,,,,,,
6110,콩나물,중파,,,,,,,,,,,,
6111,콩나물,당근,,,,,,,,,,,,
6112,두부,두부,,,,,,,,,,,,
6113,당근,,,,,,,,,,,,,
6114,콩나물,찌개용두부,,,,,,,,,,,,
6115,닭가슴살,,,,,,,,,,,,,
6116,애호박,완숙토마토,,,,,,,,,,,,
6117,두부,오이,,,,,,,,,,,,
6118,유정란/친환경,,,,,,,,,,,,,
6119,백미/유,,,,,,,,,,,,,
6120,당면,,,,,,,,,,,,,
6121,콩나물,,,,,,,,,,,,,
6122,닭가슴살,,,,,,,,,,,,,
6123,양파,대파,쌈채소모음,,,,,,,,,,,
6124,콩나물,,,,,,,,,,,,,
6125,상추,,,,,,,,,,,,,
6126,동물복지유정란,,,,,,,,,,,,,
6127,황토숙주나물,,,,,,,,,,,,,
6128,사과/,월동무,,,,,,,,,,,,
6129,사과/,,,,,,,,,,,,,
6130,동물복지유정란,명태참어묵,감자라면,,,,,,,,,,,
6131,시금치,팽이버섯,,,,,,,,,,,,
6132,깐마늘/난지형/유,당면,감자라면,,,,,,,,,,,
6133,동물복지유정란,콩나물,찌개용두부,,,,,,,,,,,
6134,찹쌀백미/유,,,,,,,,,,,,,
6135,동물복지유정란,대파,구운도시락김,,,,,,,,,,,
6136,얼갈이,,,,,,,,,,,,,
6137,유정란/친환경,동물복지유정란,사과/,대파,양송이버섯,,,,,,,,,
6138,찌개용두부,,,,,,,,,,,,,
6139,유정란/친환경,유정란/친환경,,,,,,,,,,,,
6140,양파,월동무,구운도시락김,,,,,,,,,,,
6141,구운도시락김,찹쌀백미/유,,,,,,,,,,,,
6142,양파,사과/,,,,,,,,,,,,
6143,동물복지유정란,,,,,,,,,,,,,
6144,동물복지유정란,당근,명태참어묵,쌈채소모음,,,,,,,,,,
6145,찹쌀백미/유,,,,,,,,,,,,,
6146,양파,깐마늘/난지형/유,찌개용두부,,,,,,,,,,,
6147,양파,,,,,,,,,,,,,
6148,찹쌀백미/유,,,,,,,,,,,,,
6149,콩나물,,,,,,,,,,,,,
6150,오이,완숙토마토,,,,,,,,,,,,
6151,완숙토마토,,,,,,,,,,,,,
6152,찹쌀백미/유,,,,,,,,,,,,,
6153,콩나물,중파,찌개용두부,,,,,,,,,,,
6154,유기농우유,얼갈이,구운도시락김,양송이버섯,,,,,,,,,,
6155,깐마늘/난지형/유,중파,구운도시락김,,,,,,,,,,,
6156,구운도시락김,감자라면,,,,,,,,,,,,
6157,방울토마토/대추형,찹쌀백미/유,,,,,,,,,,,,
6158,유정란/친환경,무,구운도시락김,양배추,감자라면,,,,,,,,,
6159,유정란/친환경,,,,,,,,,,,,,
6160,브로컬리,구운도시락김,양송이버섯,,,,,,,,,,,
6161,콩나물,,,,,,,,,,,,,
6162,찹쌀백미/유,,,,,,,,,,,,,
6163,유정란/친환경,중파,,,,,,,,,,,,
6164,유정란/친환경,방울토마토/대추형,구운도시락김,,,,,,,,,,,
6165,찌개용두부,구운도시락김,,,,,,,,,,,,
6166,완숙토마토,중파,,,,,,,,,,,,
6167,찹쌀백미/유,,,,,,,,,,,,,
6168,유정란/친환경,당면,,,,,,,,,,,,
6169,콩나물,,,,,,,,,,,,,
6170,유정란/친환경,콩나물,무,명태참어묵,,,,,,,,,,
6171,유정란/친환경,,,,,,,,,,,,,
6172,대파,,,,,,,,,,,,,
6173,찹쌀백미/유,,,,,,,,,,,,,
6174,오이,양배추,,,,,,,,,,,,
6175,연두부,,,,,,,,,,,,,
6176,동물복지유정란,참기름,,,,,,,,,,,,
6177,떡국떡,양파,,,,,,,,,,,,
6178,떡국떡,대파,,,,,,,,,,,,
6179,백미/유,,,,,,,,,,,,,
6180,시금치,,,,,,,,,,,,,
6181,양파,오분도미/유,,,,,,,,,,,,
6182,느타리버섯,,,,,,,,,,,,,
6183,연두부,백미/유,,,,,,,,,,,,
6184,팽이버섯,,,,,,,,,,,,,
6185,시금치,당근,월동무,명태참어묵,당면,양배추,,,,,,,,
6186,콩나물,시금치,월동무,팽이버섯,느타리버섯,,,,,,,,,
6187,브로컬리,,,,,,,,,,,,,
6188,유정란/친환경,콩나물,당근,양배추,느타리버섯,,,,,,,,,
6189,오분도미/유,연두부,백미/유,월동무,대파,양배추,느타리버섯,,,,,,,
6190,두부,양파,시금치,느타리버섯,,,,,,,,,,
6191,오분도미/유,부추,양배추,,,,,,,,,,,
6192,팽이버섯,느타리버섯,,,,,,,,,,,,
6193,양파,콩나물,애호박,찌개용두부,가지,,,,,,,,,
6194,중파,구운도시락김,느타리버섯,,,,,,,,,,,
6195,콩국물,두부,양파,애호박,완숙토마토,당근,명태참어묵,팽이버섯,가지,,,,,
6196,양파,오이,백미/유,팽이버섯,찌개용두부,가지,양배추,느타리버섯,,,,,,
6197,두부,양파,오분도미/유,팽이버섯,,,,,,,,,,
6198,연두부,가지,양배추,,,,,,,,,,,
6199,오분도미/유,무,찌개용두부,,,,,,,,,,,
6200,무,중파,,,,,,,,,,,,
6201,콩국물,떡국떡,부추,양배추,,,,,,,,,,
6202,두부,양파,오이,당근,찌개용두부,양배추,,,,,,,,
6203,가지,,,,,,,,,,,,,
6204,양배추,,,,,,,,,,,,,
6205,양파,오이,오분도미/유,백미/유,무,느타리버섯,,,,,,,,
6206,양파,팽이버섯,,,,,,,,,,,,
6207,두부,양파,오이,무,당근,얼갈이,,,,,,,,
6208,오분도미/유,무,찌개용두부,,,,,,,,,,,
6209,팽이버섯,,,,,,,,,,,,,
6210,누룽지,,,,,,,,,,,,,
6211,대파,,,,,,,,,,,,,
6212,두부,유정란/친환경,양파,,,,,,,,,,,
6213,어린잎채소,대파,양송이버섯,,,,,,,,,,,
6214,사과/,,,,,,,,,,,,,
6215,유기농저지방우유,,,,,,,,,,,,,
6216,동물복지유정란,깐마늘/난지형/유,당근,구운도시락김,,,,,,,,,,
6217,브로컬리,양송이버섯,,,,,,,,,,,,
6218,두부,방울토마토/대추형,대파,양송이버섯,,,,,,,,,,
6219,유정란/친환경,찌개용두부,,,,,,,,,,,,
6220,유정란/친환경,양파,,,,,,,,,,,,
6221,양배추,,,,,,,,,,,,,
6222,유정란/친환경,브로컬리,,,,,,,,,,,,
6223,오이,유기농저지방우유,당근,팽이버섯,가지,,,,,,,,,
6224,찹쌀백미/유,,,,,,,,,,,,,
6225,콩나물,어린잎채소,얼음식혜,,,,,,,,,,,
6226,콩나물,찌개용두부,,,,,,,,,,,,
6227,콩나물,,,,,,,,,,,,,
6228,대파,,,,,,,,,,,,,
6229,찌개용두부,,,,,,,,,,,,,
6230,두부,콩나물,대파,,,,,,,,,,,
6231,두부,,,,,,,,,,,,,
6232,동물복지유정란,,,,,,,,,,,,,
6233,유정란/친환경,,,,,,,,,,,,,
6234,두부,콩나물,월동무,,,,,,,,,,,
6235,유정란/친환경,,,,,,,,,,,,,
6236,두부,,,,,,,,,,,,,
6237,유정란/친환경,콩나물,상추,,,,,,,,,,,
6238,동물복지유정란,,,,,,,,,,,,,
6239,두부,,,,,,,,,,,,,
6240,두부,,,,,,,,,,,,,
6241,두부,상추,,,,,,,,,,,,
6242,유기농저지방우유,,,,,,,,,,,,,
6243,두부,콩나물,,,,,,,,,,,,
6244,두부,,,,,,,,,,,,,
6245,두부,,,,,,,,,,,,,
6246,두부,유정란/친환경,,,,,,,,,,,,
6247,두부,,,,,,,,,,,,,
6248,두부,,,,,,,,,,,,,
6249,두부,,,,,,,,,,,,,
6250,두부,,,,,,,,,,,,,
6251,두부,,,,,,,,,,,,,
6252,찌개용두부,,,,,,,,,,,,,
6253,두부,,,,,,,,,,,,,
6254,두부,,,,,,,,,,,,,
6255,두부,,,,,,,,,,,,,
6256,두부,,,,,,,,,,,,,
6257,두부,,,,,,,,,,,,,
6258,상추,,,,,,,,,,,,,
6259,상추,,,,,,,,,,,,,
6260,두부,,,,,,,,,,,,,
6261,동물복지유정란,오이,,,,,,,,,,,,
6262,상추,,,,,,,,,,,,,
6263,유정란/친환경,,,,,,,,,,,,,
6264,두부,,,,,,,,,,,,,
6265,백미/유,,,,,,,,,,,,,
6266,두부,콩나물,연두부,,,,,,,,,,,
6267,어린잎채소,,,,,,,,,,,,,
6268,사과/,어린잎채소,월동무,,,,,,,,,,,
6269,동물복지유정란,,,,,,,,,,,,,
6270,대파,황토숙주나물,팽이버섯,,,,,,,,,,,
6271,양파,어린잎채소,대파,,,,,,,,,,,
6272,동물복지유정란,,,,,,,,,,,,,
6273,유정란/친환경,사과/,어린잎채소,브로컬리,월동무,쌈채소모음,,,,,,,,
6274,유정란/친환경,,,,,,,,,,,,,
6275,유정란/친환경,사과/,,,,,,,,,,,,
6276,오분도미/유,,,,,,,,,,,,,
6277,양파,팽이버섯,,,,,,,,,,,,
6278,동물복지유정란,,,,,,,,,,,,,
6279,사과/,,,,,,,,,,,,,
6280,두부,팽이버섯,,,,,,,,,,,,
6281,당면,,,,,,,,,,,,,
6282,양파,오이,사과/,어린잎채소,브로컬리,중파,가지,부추,,,,,,
6283,떡국떡,,,,,,,,,,,,,
6284,두부,유정란/친환경,감자라면,,,,,,,,,,,
6285,유정란/친환경,,,,,,,,,,,,,
6286,두부,양파,어린잎채소,완숙토마토,팽이버섯,가지,,,,,,,,
6287,유정란/친환경,방울토마토/대추형,완숙토마토,중파,가지,,,,,,,,,
6288,중파,팽이버섯,,,,,,,,,,,,
6289,두부,유정란/친환경,어린잎채소,황토숙주나물,부추,사과,구운도시락김,,,,,,,
6290,떡국떡,,,,,,,,,,,,,
6291,양파,오분도미/유,팽이버섯,느타리버섯,,,,,,,,,,
6292,황토숙주나물,,,,,,,,,,,,,
6293,시금치,,,,,,,,,,,,,
6294,떡국떡,두부,월동무,,,,,,,,,,,
6295,콩나물,,,,,,,,,,,,,
6296,연두부,얼음식혜,,,,,,,,,,,,
6297,두부,,,,,,,,,,,,,
6298,떡국떡,대파,,,,,,,,,,,,
6299,콩나물,시금치,,,,,,,,,,,,
6300,찌개용두부,양배추,,,,,,,,,,,,
6301,오분도미/유,월동무,당면,,,,,,,,,,,
6302,두부,유정란/친환경,양파,느타리버섯,,,,,,,,,,
6303,떡국떡,두부,유정란/친환경,시금치,당근,대파,황토숙주나물,,,,,,,
6304,동물복지유정란,,,,,,,,,,,,,
6305,두부,얼음식혜,,,,,,,,,,,,
6306,콩나물,연두부,브로컬리,,,,,,,,,,,
6307,두부,유정란/친환경,,,,,,,,,,,,
6308,두부,양파,,,,,,,,,,,,
6309,사과/,,,,,,,,,,,,,
6310,시금치,브로컬리,,,,,,,,,,,,
6311,두부,유정란/친환경,,,,,,,,,,,,
6312,두부,,,,,,,,,,,,,
6313,느타리버섯,,,,,,,,,,,,,
6314,유기농저지방우유,부추,,,,,,,,,,,,
6315,유기농저지방우유,,,,,,,,,,,,,
6316,오이,,,,,,,,,,,,,
6317,유정란/친환경,오이,시금치,,,,,,,,,,,
6318,연두부,완숙토마토,유기농저지방우유,,,,,,,,,,,
6319,완숙토마토,,,,,,,,,,,,,
6320,완숙토마토,,,,,,,,,,,,,
6321,두부,유정란/친환경,콩나물,,,,,,,,,,,
6322,황토숙주나물,팽이버섯,,,,,,,,,,,,
6323,감자라면,,,,,,,,,,,,,
6324,두부,,,,,,,,,,,,,
6325,두부,콩나물,,,,,,,,,,,,
6326,유정란/친환경,콩나물,,,,,,,,,,,,
6327,두부,오이,,,,,,,,,,,,
6328,콩나물,방울토마토/대추형,중파,,,,,,,,,,,
6329,유정란/친환경,,,,,,,,,,,,,
6330,두부,유기농저지방우유,감자라면,,,,,,,,,,,
6331,두부,,,,,,,,,,,,,
6332,떡국떡,,,,,,,,,,,,,
6333,콩나물,,,,,,,,,,,,,
6334,두부,,,,,,,,,,,,,
6335,찌개용두부,,,,,,,,,,,,,
6336,두부,유정란/친환경,,,,,,,,,,,,
6337,동물복지유정란,,,,,,,,,,,,,
6338,두부,,,,,,,,,,,,,
6339,유정란/친환경,,,,,,,,,,,,,
6340,양파,가지,,,,,,,,,,,,
6341,애호박,황토숙주나물,,,,,,,,,,,,
6342,두부,시금치,,,,,,,,,,,,
6343,대파,찹쌀백미/유,,,,,,,,,,,,
6344,두부,월동무,,,,,,,,,,,,
6345,양파,당근,월동무,대파,,,,,,,,,,
6346,오분도미/유,대파,당면,,,,,,,,,,,
6347,두부,시금치,월동무,황토숙주나물,얼음식혜,,,,,,,,,
6348,월동무,쌈채소모음,,,,,,,,,,,,
6349,대파,,,,,,,,,,,,,
6350,두부,유정란/친환경,양파,브로컬리,월동무,쌈채소모음,,,,,,,,
6351,찌개용두부,,,,,,,,,,,,,
6352,상추,,,,,,,,,,,,,
6353,사과/,,,,,,,,,,,,,
6354,두부,,,,,,,,,,,,,
6355,양파,대파,,,,,,,,,,,,
6356,오이,,,,,,,,,,,,,
6357,오이,콩나물,,,,,,,,,,,,
6358,콩나물,시금치,찌개용두부,,,,,,,,,,,
6359,오이,중파,,,,,,,,,,,,
6360,오이,,,,,,,,,,,,,
6361,두부,콩나물,당근,,,,,,,,,,,
6362,애호박,중파,찌개용두부,,,,,,,,,,,
6363,두부,방울토마토/대추형,,,,,,,,,,,,
6364,콩국물,양파,오이,방울토마토/대추형,애호박,찌개용두부,,,,,,,,
6365,애호박,찹쌀백미/유,,,,,,,,,,,,
6366,양파,방울토마토/대추형,,,,,,,,,,,,
6367,오이,가지,,,,,,,,,,,,
6368,닭가슴살,,,,,,,,,,,,,
6369,가지,사과,,,,,,,,,,,,
6370,두부,부추,,,,,,,,,,,,
6371,방울토마토/대추형,애호박,중파,찌개용두부,깻잎,당면,,,,,,,,
6372,양파,오이,애호박,브로컬리,중파,찌개용두부,사과,당면,양배추,느타리버섯,,,,
6373,애호박,,,,,,,,,,,,,
6374,두부,느타리버섯,,,,,,,,,,,,
6375,애호박,쌈채소모음,,,,,,,,,,,,
6376,양파,무,중파,,,,,,,,,,,
6377,상추,,,,,,,,,,,,,
